#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"HTTP Code","DP check","RP check",Traffic,Keywords,"Linked Domains"
22,95,34,154,https://en.wikipedia.org/wiki/History_of_Social_Security_in_the_United_States,"History of Social Security in the United States - Wikipedia",221,57,https://www.ssa.gov/history/BudgetTreatment,,SSA.gov,", budget treatment",Nofollow,404,"2020-03-30 22:22:22","2019-05-27 03:31:40",2033,838,18
23,95,34,,https://en.wikipedia.org/wiki/Social_Security_debate_in_the_United_States,"Social Security debate in the United States - Wikipedia, the free encyclopedia",344,224,https://www.ssa.gov/history/ponzi.htm,,"""Ponzi Schemes""",". US Social Security Administration",Nofollow,404,"2020-03-21 05:03:20","2016-07-03 21:11:54",,,92
24,95,34,,https://en.wikipedia.org/wiki/Social_Security_debate_in_the_United_States,"Social Security debate in the United States - Wikipedia, the free encyclopedia",344,224,https://www.ssa.gov/mystatement/fica.htm,,"""Federal Insurance Contributions Act""",,Nofollow,404,"2020-03-22 20:08:47","2016-07-03 21:11:54",,,92
25,35,33,135,https://socsecnews.blogspot.com/,"Social Security News",236,55,https://secure.ssa.gov/apps10/reference.nsf/instructiontypecode!openview?restricttocategory=EM,,"SSA Emergency Messages",,Dofollow,404,"2020-04-22 22:31:19","2020-04-24 02:09:12",623,47,28
26,69,33,72,http://www.washlaw.edu/doclaw/executive5m.html,"Agencies Law - – WashLaw Web",18,687,https://www.ssa.gov/OP_Home/handbook/ssa-hbk.htm,,Manuals,,Dofollow,404,"2020-04-10 13:59:32","2020-04-24 01:08:51",5,6,93
27,69,33,72,http://www.washlaw.edu/doclaw/executive5m.html,"Agencies Law - – WashLaw Web",18,687,https://www.ssa.gov/SSA_Home.html,,Homepage,,Dofollow,404,"2020-03-31 05:53:57","2020-04-24 01:08:51",5,6,93
28,69,33,72,http://www.washlaw.edu/doclaw/executive5m.html,"Agencies Law - – WashLaw Web",18,687,https://www.ssa.gov/about.htm,,Publications,,Dofollow,404,"2020-04-02 10:38:35","2020-04-24 01:08:51",5,6,93
29,69,33,72,http://www.washlaw.edu/doclaw/executive5m.html,"Agencies Law - – WashLaw Web",18,687,https://www.ssa.gov/reach.htm,,Directories,,Dofollow,404,"2020-03-22 10:33:53","2020-04-24 01:08:51",5,6,93
30,91,33,95,https://oig.hhs.gov/fraud/consumer-alerts/alerts/phone-scam.asp,"Fraud Alert: HHS OIG Telephone Numbers Used in Scam | Office of Inspector General | U.S. Department of Health and Human Services",39,15,https://oig.ssa.gov/newsroom/scam-awareness,,"Learn about Social Security Scams",,Dofollow,404,"2020-03-28 10:13:45","2020-03-29 22:39:53",1251,1171,12
31,78,33,139,https://cnsnews.com/news/article/8733461-workers-federal-disability-exceed-population-new-york-city,"8,733,461: Workers on Federal 'Disability' Exceed Population of New York City | CNSNews",22,33,https://www.ssa.gov/planners/disability/dqualify2.htm,"federal disability insurance payments depends on their age and the","number of “credits”","they have earned from the Social Security system.","Dofollow, Content",404,"2020-04-10 19:03:38","2020-04-14 00:08:56",0,0,9
32,78,33,139,https://cnsnews.com/news/article/8733461-workers-federal-disability-exceed-population-new-york-city,"8,733,461: Workers on Federal 'Disability' Exceed Population of New York City | CNSNews",22,33,https://www.ssa.gov/planners/disability/dqualify4.htm,"at least one year or to result in death,” says","the Social Security Administration",.,"Dofollow, Content",404,"2020-04-03 22:35:19","2020-04-14 00:08:56",0,0,9
33,63,32,121,http://endoftheamericandream.com/archives/government-website-for-immigrants-come-to-america-and-take-advantage-of-our-free-stuff,"Government Website For Immigrants: Come To America And Take Advantage Of Our Free Stuff – End Of The American Dream",34,96,https://www.ssa.gov/espanol/espanol/index.htm,"website for the Social Security Administration. ( English version –",Spanish,version),Dofollow,404,"2020-04-12 12:49:07","2020-04-24 02:48:42",0,2,38
34,44,32,101,https://www.stopidentityfraud.org/best-credit-monitoring-services/,"The Best Credit Monitoring Services 2020 Updated - SIF.org",22,27,https://www.ssa.gov/kc/id_resources.htm,,"Social Security Administration",,Dofollow,404,"2020-04-22 18:43:52","2020-04-24 02:49:18",0.01,25,19
35,93,31,132,https://opinionator.blogs.nytimes.com/2010/04/26/breathing-while-undocumented/,"Breathing While Undocumented - The New York Times",271,51,https://www.ssa.gov/employer/noMatchNotices.htm,,http://www.ssa.gov...,,Dofollow,404,"2020-03-28 17:27:36","2020-01-19 16:46:26",0,1,23
36,83,31,73,https://www.schneier.com/blog/archives/2017/11/me_on_the_equif.html,"Me on the Equifax Breach - Schneier on Security",65,69,https://faq.ssa.gov/en-US/link/portal/34011/34019/Article/3789/Can-I-change-my-Social-Security-number,,https://faq.ssa.gov/link/portal/34011/34019/Article/3789/Can-I-change-my-Social-Security-number,,Nofollow,404,"2020-04-23 00:43:08","2020-04-22 16:39:25",0.01,51,34
37,28,31,143,http://www.weymouthnj.org/,"Weymouth Township",12,21,https://oig.ssa.gov/newsroom/scam-awareness,,https://oig.ssa.gov/newsroom/scam-awareness,,Dofollow,404,"2020-03-28 10:13:45","2020-04-22 07:33:48",0,0,12
38,93,30,72,https://opinionator.blogs.nytimes.com/2013/03/06/the-war-on-entitlements/,"The War On Entitlements - The New York Times",297,70,https://ssa-custhelp.ssa.gov/app/answers/detail/a_id/240/~/social-security-and-medicare-tax-rates;-maximum-taxable-earnings,"Medicare, in turn,","is financed by a flat 1.45 percent tax","on the first $200,000 of earnings for a single person","Dofollow, Content","Cannot resolve host","2020-04-13 12:21:19","2019-06-13 06:38:35",0.43,18,36
39,93,30,72,https://opinionator.blogs.nytimes.com/2013/03/06/the-war-on-entitlements/,"The War On Entitlements - The New York Times",297,70,https://www.ssa.gov/oact/trsum/index.html),"The Trustees annual report you cite (",http://www.ssa.gov/oact/trsum/index.html),"that says the SS Trust Fund bonds will be used",Dofollow,404,"2020-03-28 12:36:32","2019-06-13 06:38:35",0.43,18,36
40,78,30,137,https://cnsnews.com/news/article/8753935-workers-disability-set-another-record-july-exceed-population-39-states,"8,753,935: Workers on Disability Set Another Record in July; Exceed Population of 39 States | CNSNews",23,32,https://www.ssa.gov/planners/disability/dqualify2.htm,"federal disability insurance payments depends on their age and the","number of “credits”","they have earned from the Social Security system.","Dofollow, Content",404,"2020-04-10 19:03:38","2020-04-19 02:00:14",0,0,8
41,78,30,137,https://cnsnews.com/news/article/8753935-workers-disability-set-another-record-july-exceed-population-39-states,"8,753,935: Workers on Disability Set Another Record in July; Exceed Population of 39 States | CNSNews",23,32,https://www.ssa.gov/planners/disability/dqualify4.htm,"at least one year or to result in death,” says","the Social Security Administration",.,"Dofollow, Content",404,"2020-04-03 22:35:19","2020-04-19 02:00:14",0,0,8
42,93,30,80,https://krugman.blogs.nytimes.com/2010/02/26/core-logic/,"Core Logic - The New York Times",242,51,"https://www.ssa.gov/cola/2011/factsheet.htm).  Any","job of explaining why there's no COLA for 2011 (","http://www.ssa.gov/cola/2011/factsheet.htm). Any","SocSec COLA is based by law on growth in BLS'",Dofollow,404,"2020-03-10 04:51:19","2019-02-17 19:17:35",0,6,28
43,90,29,71,https://www.heinz.cmu.edu/~acquisti/ssnstudy/,"SSN Study - FAQ",6,72,https://www.ssa.gov/oig/ADOBEPDF/audittxt/A-08-06-26003.htm,"SSNs assigned to US citizens were assigned at birth [","SSA, 2006","]; the percentages of individuals receiving their SSNs around the","Dofollow, Content",404,"2020-03-20 17:36:34","2019-11-30 16:51:10",9,334,29
44,90,29,71,https://www.heinz.cmu.edu/~acquisti/ssnstudy/,"SSN Study - FAQ",6,72,https://www.ssa.gov/oig/guidelin.htm,"fraud [","SSA, 2009",].,"Dofollow, Content",404,"2020-04-03 22:15:07","2019-11-30 16:51:10",9,334,29
45,4,29,70,https://www.ratoneslaboratorio.es/la-vida-en-los-charcos/,"La vida en los charcos | Ratones de Laboratorio",19,2107,https://www.ssa.gov/oig/public_fraud_reporting/form.htm,"other places on the net.You may file your complaint here:",https://www.socialsecurity.gov/oig/public_fraud_reporting/form.htm#private1The,"form is easy to fill out and there is a",Nofollow,404,"2020-04-10 22:40:22","2020-04-23 13:10:20",0.11,32,854
46,95,29,67,https://en.wikipedia.org/wiki/Government_database,"Government database - Wikipedia",260,183,https://www.ssa.gov/oig/ADOBEPDF/audittxt/A-15-05-15117.htm,"Office of the Inspector General, Social Security Administration,","Performance Indicator Audit","Archived 2011-06-05 at the Wayback Machine , 2005.",Nofollow,404,"2020-02-14 18:55:34","2020-01-22 02:37:22",261,63,87
47,80,29,104,https://www.wnd.com/2011/09/344461/,"E-Verify 'flags' Obama's Social Security Number - WND",109,14,https://www.ssa.gov/oig/ADOBEPDF/audittxt/A-08-09-19099.html,"According to an audit report","authored by the Office of the Inspector General,","Social Security Administration, titled ""Effectiveness of Special Indicator Codes on","Dofollow, Content",404,"2020-04-16 23:47:38","2020-04-24 01:11:44",0.77,2,8
48,56,29,54,https://www.sba.com/texas/licenses-permits/,"Texas Business - Business Licenses, Permits and Registration",42,41,https://www.ssa.gov/employer/erii2b.htm,"(SSA) to report employee wages for the preceding year. Additional","Employer W-2 Filing Instructions and Information","are provided by the Social Security Administration.","Dofollow, Content",404,"2020-03-20 16:14:22","2020-03-28 09:11:59",1273,2624,8
49,86,29,212,https://sr.wikipedia.org/wiki/Дете,"Дете — Википедија, слободна енциклопедија",187,280,https://www.ssa.gov/planners/disability/dacpage.shtml,"adult child as being over 18” . Ssa.gov. Архивирано из",оригинала,"на датум 1. 10. 2013",Nofollow,404,"2020-03-29 08:12:31","2020-04-21 06:55:52",9,4,209
50,93,29,70,https://roomfordebate.blogs.nytimes.com/2010/04/15/what-tea-party-backers-want/,"What Tea Party Backers Want - The New York Times",254,69,https://www.ssa.gov/policy/docs/quickfacts/stat_snapshot/),"Social Security (both regular and SSI) in February 2010. (",http://www.ssa.gov/policy/docs/quickfacts/stat_snapshot/),"Let’s take them at their word.",Dofollow,404,"2020-03-29 16:14:30","2019-05-29 01:11:41",0,5,41
51,86,29,71,https://www.motherjones.com/politics/2011/08/social-security-not-ponzi-scheme-venn-diagram/,"A Venn Diagram for Rick Perry: Social Security Is Not a Ponzi Scheme – Mother Jones",83,24,https://www.ssa.gov/history/ponzi.htm,"Social Security Administration also has a good web page explaining","why Social Security is not a Ponzi scheme",". But I find that charts often make understanding things","Dofollow, Content",404,"2020-03-21 05:03:20","2020-04-19 13:56:37",4.0,24,14
52,67,29,46,https://www.globaldownsyndrome.org/about-down-syndrome/history-of-down-syndrome/down-syndrome-human-and-civil-rights-timeline/,"Down Syndrome Human and Civil Rights Timeline | Global Down Syndrome Foundation",155,119,https://www.ssa.gov/policy/docs/chartbooks/disability_trends/sect04.htm,"Income Disability Programs. (n.d.). Retrieved from U.S. Social Security Administration website:",http://www.ssa.gov/policy/docs/chartbooks/disability_trends/sect04.htm,l,"Dofollow, Content",404,"2020-04-04 19:27:00","2020-04-12 16:26:23",52,465,57
53,90,28,39,https://www2.lib.uchicago.edu/~llou/foreignlaw.html,"Foreign Law: Legal Research Resources on the Internet",31,1878,https://www.ssa.gov/statistics/ssptw99.html,,"Social Security Programs Throughout the World",(annual),Dofollow,404,"2020-03-03 03:07:19","2020-04-01 23:38:01",0.03,25,885
54,87,28,201,https://bn.wikipedia.org/wiki/শিশু,"শিশু - উইকিপিডিয়া",145,206,https://www.ssa.gov/planners/disability/dacpage.shtml,"child as being over 18"" । ১ অক্টোবর ২০১৩ তারিখে",মূল,"থেকে আর্কাইভ করা",Nofollow,404,"2020-03-29 08:12:31","2020-04-23 21:15:16",135,8,175
55,83,28,61,https://www.politifact.com/factchecks/2011/sep/13/rick-perry/rick-perry-says-social-security-ponzi-scheme/,"PolitiFact | Rick Perry says Social Security is a Ponzi scheme",102,25,https://www.ssa.gov/history/ponzi.htm,"Social Security Administration, website,","""Research Note #25, Ponzi Schemes v. Social Security,""","January 2009 and The 2010 OASDI Trustees Report, ""Conclusion,"" Aug. 5, 2010",Dofollow,404,"2020-03-21 05:03:20","2020-04-19 14:17:06",0.08,8,13
56,92,28,,https://commons.wikimedia.org/wiki/File:Crowd_outside_nyse.jpg,"File:Crowd outside nyse.jpg - Wikimedia Commons",53,73,https://www.ssa.gov/history/wallst.html,"From an SSA poster:",http://www.ssa.gov/history/wallst.html,,Nofollow,404,"2020-03-18 23:11:01","2016-12-24 20:02:17",,,21
57,81,28,40,https://www.student.universiteitleiden.nl/en/study--studying/study/educational-information/books-and-study-materials/humanities/european-union-studies-ma,"Books and study materials - Leiden University",144,677,https://www.ssa.gov/history/pics/acharter2.gif,,"Archive draft of the Charter",,"Dofollow, Content",404,"2020-03-18 09:55:56","2020-04-23 15:20:23",0.56,5,165
58,87,28,41,https://www.section508.gov/test/web-software,"Accessibility Testing for Websites and Software | Section508.gov",16,26,https://www.ssa.gov/accessibility/bpl/default.htm,,"SSA Accessibility Best Practices Library","- Guidance on HTML coding techniques",Dofollow,404,"2020-04-16 23:34:17","2020-04-10 18:15:31",304,286,11
59,78,28,38,https://www.bop.gov/resources/employee_resources.jsp,"BOP: Resources For Employees",53,69,https://www.ssa.gov/SSA_Home.html,,"Social Security Administration",,Dofollow,404,"2020-03-31 05:53:57","2020-04-19 04:24:49",435,511,20
60,93,28,46,https://www.nytimes.com/2014/09/13/your-money/life-and-disability-insurance/flat-on-your-back-not-a-good-time-to-consider-long-term-disability-insurance.html,"Looking Out for Yourself With Disability Insurance - The New York Times",116,31,https://www.ssa.gov/planners/disability/dqualify.htm,"disability coverage that Social Security offers can help some, but","receiving an initial payout","takes time if you qualify at all and the check","Dofollow, Content",404,"2020-03-20 22:59:55","2019-11-11 19:23:21",16,170,18
61,90,28,53,https://www.pnas.org/content/106/27/10975,"Predicting Social Security numbers from public data | PNAS",204,100,http://s044a90.ssa.gov/apps10/poms.nsf/,,https://s044a90.ssa.gov/apps10/poms.nsf/,,Dofollow,"Cannot resolve host","2020-04-15 23:02:23","2019-06-26 10:05:04",14,645,42
62,5,28,25,https://covertlaw.com/,"Covert Law: Home",23,27,https://faq.ssa.gov/en-US/link/portal/34011/34019/ArticleFolder/418/Retirement,,"FAQ: Social Security & Retirement",,Dofollow,404,"2020-03-18 16:46:17","2020-04-22 13:13:28",0,3,17
63,82,28,43,https://www.heritage.org/immigration/report/the-us-refugee-admissions-program-roadmap-reform,"The U.S. Refugee Admissions Program: A Roadmap for Reform | The Heritage Foundation",79,185,"https://www.ssa.gov/pubs/EN-05-10072.pdf ","Social Security Administration, “How You Earn Credits,” 2017,",https://www.ssa.gov/pubs/EN-05-10072.pdf,"(accessed March 29, 2017).",Dofollow,404,"2020-02-22 02:00:38","2020-03-10 17:38:58",0.21,51,62
64,89,28,49,https://www.nar.realtor/from-the-nar-web-team/accessibility,"Accessibility | www.nar.realtor",179,50,https://www.ssa.gov/accessibility/browseAloud.html,,"Use your computer to read web pages out loud",,Dofollow,404,"2020-04-22 04:46:31","2019-12-29 00:27:39",0.03,3,27
65,5,28,44,https://www.newyork-cosmeticdentist.com/,"Biomimetic Dentist New York | Alternative to crowns New York | Tooth Whitening Upper East Side NYC | General Dentist New York | Family Dentist Upper East Side | Teeth Whitening Upper East Side New York | Biomimetic Dentistry services | Biomimetic Dental NY | Biomimetic Dentistry | Cosmetic Dentistry Treatment Offer New York",12,42,https://www.ssa.gov/accessibility/browseAloud.html,,"Use your computer to read web pages out loud",,Dofollow,404,"2020-04-22 04:46:31","2020-04-24 02:12:03",31,180,16
66,48,27,40,http://globalpolicysolutions.org/report/overlooked-not-forgotten-social-security-lifts-millions-children-poverty/,"Center for Global Policy Solutions Overlooked but Not Forgotten: Social Security Lifts Millions More Children Out of Poverty - Center for Global Policy Solutions",65,57,https://www.ssa.gov/policy/docs/rsnotes/rsn2016-01,"of Retirement and Disability Policy. Retrieved May 1, 2016, from",http://bit.ly/29rVB7h,.,"Dofollow, Content",404,"2020-04-06 06:44:48","2020-03-30 16:15:05",0.13,82,19
67,19,27,94,https://govdocs.aquake.org/,"Govdocs Aquake",45,11,https://www.ssa.gov/deposit/lowcost.htm,"Some prepaid card suppliers also provide e-bank accounts. An","e-bank account",", if it is available from your prepaid card provider,",Dofollow,404,"2020-04-11 19:11:07","2020-04-22 12:04:49",0,4,6
68,90,27,42,https://home.army.mil/bliss/index.php/my-fort/all-services/military-personnel-division,"Military Personnel Division :: Fort Bliss, Texas",74,65,https://www.ssa.gov/mediinfo.htm,•,Medicare,,Dofollow,404,"2020-03-21 14:54:31","2020-04-20 20:02:07",0,1,26
69,70,27,46,https://pocketsense.com/education-social-security-disability-recipients-6764582.html,"Education Benefits for Social Security Disability Recipients",33,31,https://www.ssa.gov/redbook/eng/planning-assistance.htm,,"Social Security Administration: State Vocational Rehabilitation Providers",,Nofollow,404,"2020-02-25 03:39:21","2020-04-24 03:38:28",13,10,13
70,70,27,46,https://pocketsense.com/education-social-security-disability-recipients-6764582.html,"Education Benefits for Social Security Disability Recipients",33,31,https://www.ssa.gov/work/envr.html,,"Social Security Administration: State VR Agencies",,Nofollow,404,"2020-03-22 18:33:44","2020-04-24 03:38:28",13,10,13
71,90,27,51,http://www.cs.umd.edu/hcil/govstat/fedstats/fedstats3.htm,"Fedstats - Index Page",2,426,https://www.ssa.gov/statistics/income_aged/1998/index.html,,"Social Security Administration - Income of the Aged",,"Dofollow, Content",404,"2020-04-07 06:21:50","2020-01-16 00:08:14",0,0,68
72,14,27,45,https://www.familymedicalmi.org/,"Family Medical Center of Michigan | Medical and Dental Centers",7,23,https://www.ssa.gov/accessibility/browseAloud.html,,"Use your computer to read web pages out loud",,Dofollow,404,"2020-04-22 04:46:31","2020-04-08 07:51:03",810,358,8
73,72,26,25,https://www.kitces.com/blog/understanding-the-medicare-part-b-premium-hold-harmless-provisions-for-social-security-beneficiaries/,"How ""Hold Harmless"" Rules Can Spike Medicare Part B Premiums",81,71,https://www.ssa.gov/news/cola/automatic-cola.htm,"Social Security benefits are eligible for a Cost-Of-Living Adjustment (COLA),","which first began in 1975 (previously Congress had to pass a standalone law every time Social Security benefits were to be increased)",", and since 1983 the COLA has been calculated based","Dofollow, Content",404,"2020-04-21 17:32:22","2020-04-19 14:02:29",3.1,170,38
74,84,26,45,https://www.socialsecurity.gov/appeals/odar_pubs/70-067.html,,0,1,https://www.ssa.gov/appeals/odar_pubs/70-067.html,,,,"Dofollow, Redirect",404,"2020-04-17 02:23:04","2020-04-21 04:02:24",0,0,1
75,32,26,26,https://www.halfpricesoft.com/w2c_software.asp,"ezW2Correction: W-2C and W-3C Form Software For Businesses and Accountants",51,12,https://www.ssa.gov/employer/whereto.htm,,"File Form W2 W3",,"Dofollow, Image",404,"2020-04-20 10:40:39","2020-04-22 09:03:33",25,66,5
76,59,26,42,http://www.vlib.us/amdocs/index.html,"Documents for the Study of American History: US History: AMDOCS: 800 - 2008 Primary Sources | www.vlib.us",189,2414,https://www.ssa.gov/OP_Home/ssact/comp-ssa.htm,,"1935, The Social Security Act, with a Compilation of the Social Security Laws",,Dofollow,404,"2020-03-22 00:18:35","2020-04-24 02:32:00",0,0,223
77,93,26,41,https://krugman.blogs.nytimes.com/2011/09/14/the-ponzi-thing/,"The Ponzi Thing - The New York Times",246,50,https://www.ssa.gov/history/ponzi.htm,"and always has been mainly a pay-as-you-go system, which is","nothing at all like a classic Ponzi scheme",.,"Dofollow, Content",404,"2020-03-21 05:03:20","2019-04-12 05:42:42",0.02,4,26
78,71,26,45,http://volokh.com/2003_03_16_volokh_archive.html,"The Volokh Conspiracy",14,344,https://s00dace.ssa.gov/pro/batch-pebes/bp-7004home.shtml,"Why do you need to get","a Social Security earnings statement","every year? To make sure that your employer is actually",Dofollow,"Cannot resolve host","2020-04-12 15:06:00","2020-04-23 20:23:19",0,1,144
79,32,26,36,http://www.halfpricesoft.com/w2c_software.asp,"ezW2Correction: W-2C and W-3C Form Software For Businesses and Accountants",52,12,https://www.ssa.gov/employer/whereto.htm,,"File Form W2 W3",,"Dofollow, Image",404,"2020-04-20 10:40:39","2020-04-24 01:56:22",0,1,5
80,80,26,50,https://www.wnd.com/2013/12/why-couldnt-healthcare-gov-validate-obamas-identity/,"Healthcare.gov can't verify Obama's identity - WND",109,20,https://www.ssa.gov/oig/ADOBEPDF/audittxt/A-08-09-19099.html,"According to an audit report","authored by the Office of the Inspector General",", Social Security Administration, titled ""Effectiveness of Special Indicator Codes","Dofollow, Content",404,"2020-04-16 23:47:38","2020-04-22 22:31:34",0,1,12
81,6,26,76,https://lostsscard.com/,"Home - Lost Social Security Card Replacement – Lost SS Card",26,22,https://faq.ssa.gov/en-US/link/portal/34011/34019/ArticleFolder/421/Social-Security-Number-and-Card,"you lose it. If a thief gets hold of your","Social Security number","they can get into your bank accounts and even open",Dofollow,404,"2020-04-21 06:56:46","2019-06-03 17:44:04",5,224,11
