#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"HTTP Code","DP check","RP check",Traffic,Keywords,"Linked Domains"
14,73,11,0,https://advrider.com/f/threads/the-darkside-car-tire-on-motorcycles.1011095/page-119,"The darkside, car tire on motorcycles | Page 119 | Adventure Rider",88,24,http://www.iii.org/thefineprint/index.php/2013/07/zen-and-the-art-of-motorcycle-insurance/,"motorcycle insurance to cover three-wheeled motorcycles and converted trikes. The","Insurance Information Institute (III)","explains that insurers may offer motorcycle insurance either as a",Nofollow,404,"2020-03-29 22:52:42","2019-06-16 00:26:20",0,0,12
15,40,11,0,https://distracteddriveraccidents.com/three-wheeled-vehicles-distracted-driving/,"Three-Wheeled Vehicles: A New Distraction on the Road | Distracted Driver Accidents",16,7,http://www.iii.org/thefineprint/index.php/2013/07/zen-and-the-art-of-motorcycle-insurance/,"motorcycle insurance to cover three-wheeled motorcycles and converted trikes. The","Insurance Information Institute (III)","explains that insurers may offer motorcycle insurance either as a","Dofollow, Content",404,"2020-03-29 22:52:42","2020-04-11 10:05:20",1.5,161,7
16,75,11,0,https://insurancenewsnet.com/oarticle/Vacationers-Concerned-About-Extreme-Weather-Urged-To-Consider-Travel-Insurance-a-459552,"Vacationers Concerned About Extreme Weather Urged To Consider Travel Insurance - InsuranceNewsNet",76,36,http://www.iii.org/thefineprint/index.php/welcome/,"blogs at","The Fine Print",.,Nofollow,404,"2020-04-02 09:20:24","2020-03-16 20:22:42",0,0,11
17,75,11,0,https://insurancenewsnet.com/oarticle/Water-Water-Everywhere-…-But-When-It-Floods-Is-The-Damage-Covered-By-Your-Insu-a-480874,"Water, Water Everywhere … But When It Floods, Is The Damage Covered By Your Insurance? - InsuranceNewsNet",76,53,http://www.iii.org/thefineprint/index.php/welcome/,"blogs at","The Fine Print",.,Nofollow,404,"2020-04-02 09:20:24","2020-03-16 06:20:44",0,0,15
18,0,11,9,http://piercewholenutrition.blogspot.com/2010/04/berries-fresh-or-frozen.html,"Pierce Whole Nutrition: Berries: Fresh or Frozen?",274,55,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,"My weblog -","Hydravella Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-07 03:33:21",0,0,44
19,71,10,0,https://www2.simplisafe.com/blog/home-inventory-tips,"A Great Weekend Project That Will Leave Your Valuables Way Safer | Alarm Systems",34,17,http://www.iii.org/thefineprint/index.php/welcome/,"can be reached at photocourses@afosterandson.co.uk , Jeanne Salvatore of the","Fine Print Blog",", Paul Upton, and Chief Joseph Balog of the Genoa","Dofollow, Content",404,"2020-04-02 09:20:24","2020-03-27 09:25:48",0,0,9
20,48,10,0,http://www.sportsnetworker.com/2013/12/06/nba-in-the-uk-weplay-brings-challenges-chances-and-social-media-roi/,"NBA in the UK: WePlay Brings Challenges, Chances and Social Media ROISports Networker",150,69,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"visit this Site",,"Nofollow, UGC",404,"2020-04-16 02:14:03","2020-04-19 09:15:42",0,1,31
21,28,10,0,https://schneider-insurance.com/insurance-blog/,"Insurance Blog",51,63,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-19 09:47:47",0.68,4,17
22,13,10,0,https://nrmafla.com/blog/,"Insurance Information for Orlando & Businesses Nationwide",29,28,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-17 12:22:33",0.05,5,13
23,48,10,0,https://www.sportsnetworker.com/2013/12/06/nba-in-the-uk-weplay-brings-challenges-chances-and-social-media-roi/,"NBA in the UK: WePlay Brings Challenges, Chances and Social Media ROISports Networker",158,67,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"visit this Site",,"Nofollow, UGC",404,"2020-04-16 02:14:03","2020-04-18 01:56:35",0,0,30
24,5,10,11,http://www.brandinggolf.com.au/Extras/BGABloggers/tabid/148/EntryId/34/Chapter-3-hellip.aspx,"BGA Bloggers - Chapter 3…",64,2963,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"# nightlife in dubai",,Dofollow,404,"2020-04-16 02:14:03","2020-04-20 10:38:15",0,0,2267
25,30,9,0,https://www.giellainsurance.com/emergency-plan-for-your-household/,"Emergency Plan for Your Household -",30,11,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,"Nofollow, Content",404,"2020-04-02 10:14:53","2020-04-06 23:32:41",0,0,9
26,32,9,0,http://www.shoutoutoutoutout.com/archives/353,"Euro Tour Blog – Day 9 « Shout Out Out Out Out",52,85,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"clash of lords 2 cheats for rings",,Nofollow,404,"2020-04-16 02:14:03","2020-04-14 12:35:04",0,0,61
27,50,9,0,https://freighthub.com/en/blog/tips-evaluate-risk-mitigation-strategies/,"Tips to evaluate your risk mitigation strategies - FreightHub",50,23,https://www.iii.org/insuranceindustryblog/comment-page-1/,,reports,,"Dofollow, Content",404,"2020-03-30 07:19:18","2020-04-19 14:27:11",0,0,12
28,15,9,2,http://miyaware.com/blog/2006/05/post_98.html,"MiyaWare Blog: ハードディスクがぶっ飛びました。",12,1115,https://iii.org/insuranceindustryblog/wp-trackback.php?p=3751,»,畧朠扯潴†††整††楮e,"from 畧朠扯潴†††整††楮e",Nofollow,404,"2020-03-14 08:55:00","2020-03-22 11:37:35",0,0,762
29,30,9,1,http://adaddyblog.com/ebola-dallas-child-school-safety/,"Ebola in Our Back Yard—Are Our Children Safe? #Dallas #Ebola",42,29,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"dermanique Review",,"Nofollow, UGC",404,"2020-04-16 02:14:03","2020-04-04 04:26:58",0,0,15
30,32,9,1,http://jeffcannata.com/blog/2013/3/11/the-new-show.html,"Jeff Cannata - Blog - The New Show!",34,570,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"ultimate flush Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-20 21:14:59",0,0,381
31,20,9,1,http://lanpanya.com/chaiwut28/?p=70,"โต๊ะหินขัด จากชาวลานปัญญา",127,522,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"mens harem pants",Says:,Nofollow,404,"2020-04-16 02:14:03","2020-04-11 21:06:52",0,0,335
32,4,9,0,https://dansullivaninsurance.com/category/fort-walton-beach/,"Fort Walton Beach Archives - Dan Sullivan Insurance",74,55,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-17 18:40:42",0,1,18
33,28,9,0,https://schneider-insurance.com/emergency-plans-safety/,"Emergency Plans & Safety",38,13,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,"Nofollow, Content",404,"2020-04-02 10:14:53","2020-04-20 22:58:46",0,0,10
34,18,9,0,https://griffininsurance.net/category/ocala-news/,"Ocala News Archives - Ocala Insurance",32,27,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-17 12:29:21",0,0,13
35,4,8,1,https://dansullivaninsurance.com/2020/03/emergency-plan-for-your-household/,"Emergency Plan for Your Household - Dan Sullivan Insurance",57,12,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,"Nofollow, Content",404,"2020-04-02 10:14:53","2020-04-20 22:09:27",0,0,11
36,2,8,3,http://pendelyes.hu/comment.php?comment.news.427,"Hírek / Hozzászólás / A Pendelyes Táncegyüttes a Nagyszombati Folklórfesztiválon! -",8,8834,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,From:,"Beauty Labs Reviews",,Dofollow,404,"2020-04-16 02:14:03","2020-04-18 20:37:10",0,0,4774
37,28,8,0,https://schneider-insurance.com/category/uncategorized/,Uncategorized,50,66,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-21 02:12:32",0,1,17
38,13,8,0,https://nrmafla.com/author/reports/,"Reports Reports, Author at National Risk Management and Associates",30,28,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-13 21:06:59",0,0,13
39,32,8,0,https://jeffcannata.com/blog/2013/3/11/the-new-show.html,"Jeff Cannata - Blog - The New Show!",35,570,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"ultimate flush Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-20 15:35:53",0,0,381
40,28,8,0,https://schneider-insurance.com/author/reports/,"Reports Reports",47,45,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-03-25 21:18:13",0,1,12
41,32,8,0,https://jeffcannata.com/blog/2013/3/11/the-new-show.html?currentPage=2,"Jeff Cannata - Blog - The New Show!",18,570,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"ultimate flush Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-10 16:27:01",0,0,379
42,0,8,1,https://www.voiceofmedia.com/2012/11/131-on-press-freedom-index-wake-up-call.html,"131 on the press freedom index: A wake up call for India? ~ VOICE OF MEDIA",38,1833,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,"My webpage","official Vimax tablets",,Nofollow,404,"2020-04-16 02:14:03","2020-04-18 06:20:08",0,0,1401
43,30,8,0,https://adaddyblog.com/ebola-dallas-child-school-safety/,"Ebola in Our Back Yard—Are Our Children Safe? #Dallas #Ebola",40,29,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"dermanique Review",,"Nofollow, UGC",404,"2020-04-16 02:14:03","2020-04-16 15:32:07",0,0,15
44,19,8,0,https://ringring.rs/en/uncategorized/ring-ring-18-continues/,"Ring Ring #18 continues | Ring Ring",20,255,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"raspberry ketone blast Review",,Nofollow,404,"2020-04-16 02:14:03","2020-04-18 20:45:46",0,2,177
45,4,7,,https://dansullivaninsurance.com/author/reports/,"Dan Sullivan, Author at Dan Sullivan Insurance",64,55,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-16 09:03:24",0.01,3,18
46,18,7,0,https://griffininsurance.net/emergency-plan-for-your-household/,"Emergency Plan for Your Household - Ocala Insurance",19,8,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,"Nofollow, Content",404,"2020-04-02 10:14:53","2020-03-24 16:52:36",0,0,7
47,9,7,2,http://www.sakura-yoga.jp/2013/11/kitty-ec3c.html,"リサ・ウォルフォード先生　通訳レポート　Kitty: ヨガワークショップなら「SAKURA YOGA」",7,4119,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,"Posted by:","agen bola piala dunia","| 2015.02.17 22:41",Nofollow,404,"2020-04-16 02:14:03","2020-04-16 13:41:28",0,0,2609
48,0,7,0,http://fabiostoer.blogspot.com/2014/06/eli-soriano-novamente-sobre-o-dizimo.html,"FÁBIO SERICOV STÖER: ELI SORIANO - NOVAMENTE SOBRE O DÍZIMO - STOER",244,768,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,"Look into my site ...","Alleure Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-19 00:54:09",0,0,555
49,13,7,0,https://nrmafla.com/emergency-plans-safety/,"Emergency Plans & Safety - National Risk Management and Associates",17,9,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,"Nofollow, Content",404,"2020-04-02 10:14:53","2020-03-25 12:05:57",0,0,7
50,14,7,0,http://www.pavlo.kr/tag/1616,PAVLO,115,1037,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"Celebrity Cleanser Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-20 06:40:47",0,0,724
51,15,7,0,https://miyaware.com/blog/2006/05/post_98.html,"MiyaWare Blog: ハードディスクがぶっ飛びました。",12,1114,https://iii.org/insuranceindustryblog/wp-trackback.php?p=3751,»,畧朠扯潴†††整††楮e,"from 畧朠扯潴†††整††楮e",Nofollow,404,"2020-03-14 08:55:00","2020-04-12 10:50:05",0,0,763
52,14,7,0,http://www.pavlo.kr/tag/1092,PAVLO,119,1028,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"Celebrity Cleanser Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-13 23:56:05",0,0,724
53,14,7,0,http://www.pavlo.kr/tag/1622,PAVLO,116,1028,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"Celebrity Cleanser Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-13 20:39:20",0,0,724
54,13,7,0,https://nrmafla.com/category/insurance-news/page/2/,"Insurance News Archives - Page 2 of 8 - National Risk Management and Associates",30,32,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,Nofollow,404,"2020-04-02 10:14:53","2020-04-20 00:04:01",0,0,9
55,14,7,0,http://www.pavlo.kr/tag/975,PAVLO,116,1026,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"Celebrity Cleanser Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-12 04:20:44",0,0,723
56,13,7,0,https://riosecowine.com/wine-events/2010/7/19/rio-seco-winery-featured-on-central-coast-news.html,"Rio Seco Wine - Events - Rio Seco Winery Featured On Central Coast News",23,1561,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"clash of lords 2 hack no survey",,Nofollow,404,"2020-04-16 02:14:03","2020-04-15 20:24:34",0,0,847
57,13,7,0,http://riosecowine.com/wine-events/2010/7/19/rio-seco-winery-featured-on-central-coast-news.html,"Rio Seco Wine - Events - Rio Seco Winery Featured On Central Coast News",22,1562,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"clash of lords 2 hack no survey",,Nofollow,404,"2020-04-16 02:14:03","2020-04-18 16:41:26",0.51,8,848
58,1,6,1,http://blockshuette.de/blog/?p=413,"Padparadschas & Blockshütte » Blog Archive » Mr. Peter Belmont, Jr. is in Germany. It was a pleasure to show our Padparadscha Afghan Hounds under him. We had a wonderful weekend. Thank you Peter.",15,2402,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"agen judi",Says:,Nofollow,404,"2020-04-16 02:14:03","2020-04-15 23:59:29",0,0,1749
59,4,6,1,"http://blog.dmchurch.org/blog/index.php?blog_code=baek010&article_id=44"">Sma","태양열을 이용한 방법들 - 백가네",28,3344,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"Horsepower Plus","- Horsepower Plus",Dofollow,404,"2020-04-16 02:14:03","2020-04-15 01:36:56",0,0,1739
60,9,6,0,https://www.juliablaise.com/2014/10/fire-guts-popular-hostel-in-university.html,"Fire Guts Popular Hostel in University of Lagos",9,38,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,"my page;","Raspberry Ketone Thin",,Nofollow,404,"2020-04-16 02:14:03","2020-04-18 03:50:36",0,0,29
61,4,6,0,https://ocalainsurance.com/emergency-plans-safety/,"Emergency Plans & Safety - Ocala Insurance Agency",124,9,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,"Nofollow, Content",404,"2020-04-02 10:14:53","2020-04-02 07:55:16",0,2,9
62,3,6,0,https://www.nurseupdates.com/aha-certified-ecg-bls-acls-training-iloilo/,"AHA-certified ECG, BLS, ACLS training in Iloilo",42,99,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,Review,,"Nofollow, UGC",404,"2020-04-16 02:14:03","2020-04-20 14:46:23",0,0,69
63,7,6,0,https://simplysafe.com/blog/home-inventory-tips,"A Great Weekend Project That Will Leave Your Valuables Way Safer | Alarm Systems",28,23,http://www.iii.org/thefineprint/index.php/welcome/,"can be reached at photocourses@afosterandson.co.uk , Jeanne Salvatore of the","Fine Print Blog",", Paul Upton, and Chief Joseph Balog of the Genoa","Dofollow, Content",404,"2020-04-02 09:20:24","2020-04-03 04:32:01",0,0,11
64,7,6,0,https://www.simplysafe.com/blog/home-inventory-tips,"A Great Weekend Project That Will Leave Your Valuables Way Safer | Alarm Systems",28,23,http://www.iii.org/thefineprint/index.php/welcome/,"can be reached at photocourses@afosterandson.co.uk , Jeanne Salvatore of the","Fine Print Blog",", Paul Upton, and Chief Joseph Balog of the Genoa","Dofollow, Content",404,"2020-04-02 09:20:24","2020-04-09 07:26:34",0,0,11
65,2,5,0,https://www.digitalfeedmedia.com/newmusic-coastsband-tonight/,"#NewMusic @Coastsband - Tonight | Digital Feed Media",58,92,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"Baltimore SEO Review",,Nofollow,404,"2020-04-16 02:14:03","2020-04-17 22:14:54",0,0,62
66,3,5,0,http://office-kakehashi.com/userinfo.php?uid=172552,"梯　茂之税理士事務所 リーガルマインド：会計事務所、税務、会計ご相談ください。 - 「会計を通じて企業経営の支援」",10,2,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,http://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,Dofollow,404,"2020-04-16 02:14:03","2020-04-03 07:32:57",0,0,1
67,3,5,0,http://www.hylagen.com/_blog/The_Hylagen_Blog/post/Why_You_Should_Only_Go_To_A_Licensed_Professional_For_Botox/?page=1601,"Why You Should Only Go To A Licensed Professional For Botox",60,31,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,site,"commented on 27-Sep-2014 05:03 PM",Nofollow,404,"2020-04-16 02:14:03","2020-04-19 03:28:09",0,0,26
68,3,5,0,http://www.hylagen.com/_blog/The_Hylagen_Blog/post/Botox_and_Dermal_Fillers_Available_at_Northern_Ireland_and_Dublin_Clinics/?page=1979,"Anti Wrinkle and Dermal Fillers Available at Northern Ireland and Dublin Clinics",61,36,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,visit,"commented on 10-Oct-2014 11:12 AM",Nofollow,404,"2020-04-16 02:14:03","2020-04-18 16:29:00",0,0,20
69,3,5,0,https://www.hylagen.com/_blog/The_Hylagen_Blog/post/Botox_and_Dermal_Fillers_Available_at_Northern_Ireland_and_Dublin_Clinics/?page=1979,"Anti Wrinkle and Dermal Fillers Available at Northern Ireland and Dublin Clinics",61,36,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,visit,"commented on 10-Oct-2014 11:12 AM",Nofollow,404,"2020-04-16 02:14:03","2020-04-02 09:36:40",0,0,20
70,3,5,0,https://www.hylagen.com/_blog/The_Hylagen_Blog/post/Why_You_Should_Only_Go_To_A_Licensed_Professional_For_Botox/?page=1601,"Why You Should Only Go To A Licensed Professional For Botox",61,31,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,site,"commented on 27-Sep-2014 05:03 PM",Nofollow,404,"2020-04-16 02:14:03","2020-04-02 17:13:56",0,0,26
71,0,2,0,http://papasearch.net/Artificial_Intelligence/ArtificialIntelligence291.html,,70,4719,https://www.iii.org/insuranceindustryblog/category/aviation/,,"Aviation | Improving public understanding of insurance",,"Dofollow, Content",404,"2020-04-09 08:05:08","2020-04-15 07:39:29",0,0,1651
72,0,1,0,https://phoenixinsurancepartners.com/from-the-i-i-i-daily-our-most-popular-content-october-15-to-october-18/,"From the I.I.I. Daily: Our Most Popular Content, October 15 to October 18 - Phoenix Insurance Partners",73,5,https://www.iii.org/insuranceindustryblog/wp-content/uploads/2018/03/the-Daily-logo.png,,,,"Dofollow, Image, Content",404,"2020-04-20 20:13:55","2020-04-15 08:06:42",0,0,2
73,0,0,0,http://jeffcannata.squarespace.com/blog/2013/3/11/the-new-show.html,"Jeff Cannata - Blog - The New Show!",31,574,https://www.iii.org/insuranceindustryblog/wp-trackback.php?p=3751,,"ultimate flush Reviews",,Nofollow,404,"2020-04-16 02:14:03","2020-04-08 13:51:10",0,0,380
74,0,0,0,http://loansandinsurance.info/2020/03/16/emergency-plan-for-your-household/,"Emergency Plan for Your Household – loan&insurance",33,18,"https://www.iii.org/insuranceindustryblog/preparing-for-a-pandemic-should-be-part-of-every-households-emergency-plan/ target=","Courtesy of",iii.org,,"Nofollow, Content",404,"2020-04-02 10:14:53","2020-04-15 10:56:15",0,0,13
75,0,0,0,https://52.6.84.216/blog/home-inventory-tips,"A Great Weekend Project That Will Leave Your Valuables Way Safer | Alarm Systems",28,21,http://www.iii.org/thefineprint/index.php/welcome/,"can be reached at photocourses@afosterandson.co.uk , Jeanne Salvatore of the","Fine Print Blog",", Paul Upton, and Chief Joseph Balog of the Genoa","Dofollow, Content",404,"2020-04-02 09:20:24","2020-04-05 21:22:10",0,0,9
