#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
5,27,https://injury.findlaw.com/torts-and-personal-injuries/what-is-the--reasonable-expectation-of-privacy--.html,"What Is the ""Reasonable Expectation of Privacy""?",115,27,https://www.americanbar.org/groups/public_education/initiatives_awards/students_in_action/debate_privacy/,Dofollow,"their likeness if the event is newsworthy or if it's","in the public interest to know","about it. For example, if a TV news crew filmed",404,"2020-04-03 19:24:49",2020-04-02T17:24:44Z
6,27,https://injury.findlaw.com/car-accidents/car-insurance-laws-by-state.html,"Car Insurance Laws by State - FindLaw",118,96,https://insurance.arkansas.gov/Consumers/F_A_Q.htm,Dofollow,"No, see","Arkansas State Insurance Department",,404,"2020-03-02 22:16:17",2020-04-16T23:10:37Z
7,20,https://injury.findlaw.com/product-liability/metal-hip-replacement-lawsuit.html,"Metal Hip Replacement Lawsuit - FindLaw",119,30,https://www.jnjmedicaldevices.com/en-US-NA-depuy-asrrecall/asr-hip-replacement-recall,Dofollow,"market. The manufacturers include Johnson & Johnson's DePuy Orthopaedics which","recalled its ASR hip replacements","in 2010. Another common problem with metal hips is that",404,"2020-04-12 09:55:45",2020-04-18T15:00:39Z
8,20,https://injury.findlaw.com/accident-injury-law/how-to-appeal-a-disability-insurance-claim-denial.html,"How to Appeal a Disability Insurance Claim Denial",114,33,https://www.dol.gov/ebsa/publications/filingbenefitsclaim.html,Dofollow,"Under ERISA, your initial claim denial must come with a","detailed notice","of why the claim was rejected. You may also request",404,"2020-03-29 12:58:06",2020-04-02T08:10:42Z
9,20,https://injury.findlaw.com/product-liability/vioxx.html,"Vioxx - FindLaw",118,32,https://www.merck.com/newsroom/news-release-archive/corporate/2007_1109.html,Dofollow,"filed over injuries or deaths allegedly caused by Vioxx. A","Merck Press Release","contains detailed information about the agreement and conditions for qualifying",404,"2020-04-14 07:11:35",2020-04-19T23:37:53Z
9,20,https://injury.findlaw.com/product-liability/vioxx.html,"Vioxx - FindLaw",118,32,https://www.merck.com/newsroom/news-release-archive/product/2004_0930.html,Dofollow,"its own findings from the clinical trial. (Read the 9/30/04","Press Release","from Merck)",404,"2020-03-27 11:03:30",2020-04-19T23:37:53Z
10,20,https://injury.findlaw.com/product-liability/viagra.html,"Viagra - FindLaw",114,30,https://medicine.missouri.edu/ophthalmology/s-naion.html,Dofollow,"taking these drugs. This type of vision loss is called","non-arteritic anterior ischemic optic neuropathy","(NAION). NAION causes sudden loss of eyesight because blood flow",404,"2020-02-28 05:56:47",2020-04-16T05:14:08Z
11,20,https://injury.findlaw.com/product-liability/effexor.html,"Effexor - FindLaw",116,28,https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm096273.htm,Dofollow,"Since 2006, the FDA and antidepressant manufacturers have","evaluated the risk","of suicidality in children, teens, and adults treated with antidepressants.",404,"2020-04-01 04:08:43",2020-04-06T19:02:39Z
12,19,https://injury.findlaw.com/accident-injury-law/private-disability-insurance-vs-ssdi.html,"Private Disability Insurance vs. SSDI",117,30,https://www.ssa.gov/planners/disability/dqualify4.htm,Dofollow,"To qualify, applicants must show that they meet Social Security's","strict definition of disability",". To receive SSDI you must show that:",404,"2020-04-03 22:35:19",2020-04-21T02:08:04Z
13,18,https://injury.findlaw.com/car-accidents/bicycle-buffer-zone-laws.html,"Bicycle Buffer Zone Laws",115,32,https://whyy.org/index.php/local/new-jersey/68111-new-jersey-bicyclists-could-get-3-foot-buffer-zone-from-cars,Dofollow,"and D.C. have similar safe passing laws. Additional states, including","New Jersey",", are likely to follow suit soon. Most commonly, states",404,"2020-03-15 16:53:37",2020-03-15T10:47:58Z
14,17,https://injury.findlaw.com/product-liability/renu-with-moistureloc-contact-lens-solution.html,"ReNu with MoistureLoc Contact Lens Solution - FindLaw",113,29,https://www.bausch.com/en_US/corporate/corpcomm/news/2006_4_13_retailers.aspx,Dofollow,"may result in blindness if left untreated. (Read the full","Press Release","from Bausch & Lomb)",404,"2020-03-06 15:48:47",2020-03-13T08:44:01Z
15,17,https://injury.findlaw.com/product-liability/fluvoxamine.html,"Fluvoxamine - FindLaw",112,24,https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm096273.htm,Dofollow,"and expanded warning statements that alert healthcare providers to an","increased risk of suicidality (suicidal thinking and behavior) in children and adolescents","being treated with these medications.",404,"2020-04-01 04:08:43",2020-03-25T10:03:16Z
15,17,https://injury.findlaw.com/product-liability/fluvoxamine.html,"Fluvoxamine - FindLaw",112,24,https://www.fda.gov/cder/drug/antidepressants/default.htm,Dofollow,"More information on antidepressants is available from the FDA",here,.,404,"2020-03-16 10:53:53",2020-03-25T10:03:16Z
16,17,https://injury.findlaw.com/product-liability/beryllium.html,"Beryllium - FindLaw",114,34,https://www.osha.gov/SLTC/beryllium/be_and_chronic_be_disease.html,Dofollow,"A condition called","Chronic Beryllium Disease","(CBD) can occur many years after exposure to higher than",404,"2020-03-28 14:54:12",2020-04-12T17:38:56Z
16,17,https://injury.findlaw.com/product-liability/beryllium.html,"Beryllium - FindLaw",114,34,https://www.osha.gov/SLTC/beryllium/be_proliferation_test.html,Dofollow,"reflect how much or how recently the exposure occurred. The","beryllium lymphocyte proliferation","blood test identifies beryllium sensitization and has predictive value for",404,"2020-03-10 19:10:52",2020-04-12T17:38:56Z
17,17,https://injury.findlaw.com/medical-malpractice/birth-injury-resources.html,"Birth Injury Resources - FindLaw",107,39,http://www.ihi.org/patientsafety/for-patients-consumers/,Dofollow,,"National Patient Safety Foundation","- Features patient safety literature on a wide variety of",404,"2020-03-10 20:10:51",2020-03-25T00:33:23Z
18,17,https://injury.findlaw.com/product-liability/ivc-blood-clot-filter-problems-and-faqs.html,"IVC Blood Clot Filter Problems and FAQs - FindLaw",119,27,https://www.fda.gov/MedicalDevices/Safety/AlertsandNotices/ucm396377.htm,Dofollow,"As a result of these injuries, the FDA","issued a warning in 2010",", stating that the filters posed health risks and should",404,"2020-01-27 20:26:20",2020-03-28T02:22:23Z
19,17,https://injury.findlaw.com/torts-and-personal-injuries/wrongful-death-resources.html,"Wrongful Death Resources - FindLaw",117,37,http://www.ihi.org/patientsafety/for-patients-consumers/tools-and-resources-for-patients-and-consumers/,Dofollow,,"National Patient Safety Foundation","- Features patient safety resources and literature, covering a wide",404,"2020-03-23 19:47:22",2020-04-03T11:43:35Z
19,17,https://injury.findlaw.com/torts-and-personal-injuries/wrongful-death-resources.html,"Wrongful Death Resources - FindLaw",117,37,http://vpc.org/pltopic.htm,Dofollow,,"Violence Policy Center - Product Liability","- Studies, fact sheets and press releases on firearms product",404,"2020-03-20 03:45:43",2020-04-03T11:43:35Z
20,17,https://injury.findlaw.com/accident-injury-law/applying-for-disability-benefits.html,"Applying for Disability Benefits",114,30,https://www.dol.gov/ebsa/publications/filingbenefitsclaim.html,Dofollow,"Before applying for benefits, review the","summary plan description (SPD)","for your benefits plan. This document provides a detailed overview",404,"2020-03-29 12:58:06",2020-03-10T14:57:01Z
20,17,https://injury.findlaw.com/accident-injury-law/applying-for-disability-benefits.html,"Applying for Disability Benefits",114,30,https://www.dol.gov/ebsa/publications/2012ACreport2.html,Dofollow,"vary depending on the type of coverage you have. About","30 percent of workers","have long-term disability benefits through their employer. This disability insurance",404,"2020-03-29 10:07:32",2020-03-10T14:57:01Z
21,17,https://injury.findlaw.com/car-accidents/motorcycle-accident-resources.html,"Motorcycle Accident Resources - FindLaw",120,49,http://www.mcnews.com/mcnews/,Dofollow,,"Motorcycle Consumer News","- An advertising-free, multi-faceted resource for the motorcycling public.",404,"2020-03-07 21:03:04",2020-04-17T14:30:52Z
22,17,https://injury.findlaw.com/car-accidents/commercial-truck-accidents-resources.html,"Truck Accident Resources - FindLaw",119,43,https://www.cvsa.org/home.php,Dofollow,,"Commercial Vehicle Safety Alliance","- Organization made up of industry representatives and safety officials",404,"2020-03-20 04:44:01",2020-04-18T04:34:31Z
23,16,https://injury.findlaw.com/product-liability/lasik-eye-surgery-faq.html,"LASIK Eye Surgery FAQ - FindLaw",114,47,https://www.lsc.sg/site/faqandresources/faq.html,Dofollow,"A:No. You’ll receive","anesthetic drops","to completely numb the eye so the procedure will be painless.",404,"2020-03-25 10:14:55",2020-03-05T16:04:37Z
24,16,https://injury.findlaw.com/product-liability/bumbo-baby-seat-recall-information-.html,"Bumbo Baby Seat Recall Information",115,26,http://www.bumbousa.com/saftey-recall/,Dofollow,"longer use the product until they purchase and install a","free repair kit",", which includes several new warning stickers, instructions, and a",404,"2020-04-11 22:39:10",2020-03-18T21:34:39Z
25,16,https://injury.findlaw.com/product-liability/testosterone-replacement-therapy-faqs.html,"Testosterone Replacement Therapy FAQs",113,32,https://www.fda.gov/Drugs/DrugSafety/ucm383904.htm,Dofollow,"January 2014, the FDA announced that it was investigating the","risk of stroke, heart attack, and death","among men using approved testosterone products.",404,"2020-04-14 08:18:57",2020-03-17T23:59:49Z
26,16,https://injury.findlaw.com/product-liability/trasylol-aprotinin-injection.html,"Trasylol (Aprotinin injection) - FindLaw",111,30,https://pharma.bayer.com/en/press/suspends-global.php,Dofollow,"On November 5, 2007, manufacturer Bayer AG","suspended the sale of Trasylol","worldwide pending the results of a recent drug trial. A",404,"2020-03-08 16:58:57",2020-03-15T14:01:06Z
27,16,https://injury.findlaw.com/product-liability/product-liability-resources.html,"Product Liability Resources - FindLaw",110,41,https://www.saferproducts.gov/,Dofollow,,SaferProducts.gov,"- Provides a searchable database of recalls and reports as",404,"2020-04-07 22:48:40",2020-03-17T07:25:34Z
28,16,https://injury.findlaw.com/product-liability/complete-moistureplus-contact-lens-solution.html,"Complete MoisturePlus Contact Lens Solution - FindLaw",110,28,http://www.cnib.ca/en/your-eyes/eye-conditions/pages/contact-lens-0208.aspx?region=gta,Dofollow,"To help prevent eye infections, contact lens users should follow","these tips",:,404,"2020-03-11 20:59:23",2020-03-29T06:59:52Z
29,16,https://injury.findlaw.com/product-liability/promethazine-hcl.html,"Promethazine HCl - FindLaw",114,33,https://www.thoracic.org/copd-guidelines/for-patients/what-kind-of-medications-are-there-for-copd/what-are-anticholinergic-medications.php,Dofollow,"Medicines called",anticholinergics,,404,"2020-04-19 22:42:54",2020-03-06T11:24:50Z
30,16,https://injury.findlaw.com/product-liability/testosterone-therapy-lawsuit-information.html,"Testosterone Therapy Lawsuit Information",119,32,https://www.fda.gov/Drugs/DrugSafety/ucm383904.htm,Dofollow,"Drug Administration (FDA) announced an investigation into whether testosterone products","increase the risk of heart attack, stroke, and death","in patients. The FDA’s investigation follows on the heels of",404,"2020-04-14 08:18:57",2020-04-15T10:39:58Z
31,16,https://injury.findlaw.com/product-liability/fen-phen.html,"Fen-Phen - FindLaw",115,29,https://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm179871.htm,Dofollow,"1997, the FDA asked the manufacturers of fenfluramine and dexfenfluramine to","voluntarily withdraw","both products from the market. Dexfenfluramine was manufactured for Interneuron",404,"2020-02-21 04:40:38",2020-04-10T00:17:35Z
32,15,https://injury.findlaw.com/product-liability/car-motor-vehicle-recalls.html,"Car & Motor Vehicle Recalls: Resources - FindLaw",113,46,https://one.nhtsa.gov/people/injury/buses/schoolbusrecalls.htm,Dofollow,,"School Bus Recalls","- Listing of all school bus recalls from 1997 to",404,"2020-01-31 21:49:15",2020-03-20T06:33:26Z
33,15,https://injury.findlaw.com/product-liability/products-containing-asbestos-where-is-asbestos-found.html,"Where is Asbestos Found? - FindLaw",114,33,https://www.cpsc.gov/Safety-Education/Safety-Guides/Home/Asbestos-In-The-Home/,Dofollow,"Asbestos was commonly used in","home construction","before the link between asbestos exposure and mesothelioma was widely",404,"2020-04-20 17:18:05",2020-03-20T22:01:17Z
34,15,https://injury.findlaw.com/product-liability/zoloft.html,"Zoloft - FindLaw",113,23,https://www.fda.gov/cder/drug/antidepressants/default.htm,Dofollow,"More information on antidepressants is available from the FDA",here,.,404,"2020-03-16 10:53:53",2020-03-07T10:42:44Z
35,15,https://injury.findlaw.com/torts-and-personal-injuries/what-happens-if-a-dog-bites-someone-on-your-property.html,"What Happens if a Dog Bites Someone on Your Property? - FindLaw",120,20,https://www.aspca.org/animal-cruelty/dog-fighting/what-breed-specific-legislationhttp:/www.aspca.org/fight-cruelty/dog-fighting/breed-specific-legislation,Dofollow,,"ASPCA: Breed-Specific Legislation",,404,"2020-03-17 16:48:25",2020-03-28T19:55:05Z
36,15,https://injury.findlaw.com/product-liability/lipitor-lawsuit-overview.html,"Lipitor Lawsuit Overview",114,31,https://www.mayoclinic.org/health/cholesterol-levels/CL00001,Dofollow,"HMG-CoA reductase, the enzyme that allows the liver to produce","LDL or ""bad"" cholesterol",.,404,"2020-03-19 01:55:27",2020-04-15T11:20:43Z
37,15,https://injury.findlaw.com/torts-and-personal-injuries/animal-attack-and-dog-bite-resources.html,"Animal Attack and Dog Bite Claim Resources - FindLaw",112,46,https://petpartners.org/insurance,Dofollow,,"Pet Partners: Insurance Coverage","- Information about the inherent risks involved in volunteering your",404,"2020-04-06 17:58:24",2020-03-20T21:18:26Z
38,14,https://injury.findlaw.com/product-liability/paxil-lawsuit-information.html,"Paxil Lawsuit Information",114,23,https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm096273.htm,Dofollow,"ordered the manufacturers of 32 antidepressant drugs, including GSK, to","amend their black box warnings","to include increased risk of suicide in children. Finally, on",404,"2020-04-01 04:08:43",2020-03-10T16:08:42Z
39,14,https://injury.findlaw.com/workers-compensation/the-federal-employment-compensation-act.html,"The Federal Employment Compensation Act - FindLaw",110,21,https://www.dol.gov/owcp/dfec/regs/compliance/fecafact.htm,Dofollow,"are a federal employee, you are likely covered under the","Federal Employee's Compensation Act","(FECA). FECA allows for the recovery of benefits when a",404,"2020-03-29 09:15:06",2020-03-15T15:59:18Z
40,14,https://injury.findlaw.com/product-liability/magnetic-toys-and-the-buckyballs-recall.html,"Magnetic Toys and the Buckyballs Recall",114,34,http://www.getsuperballs.net/125-silver-buckyballs,Dofollow,"Magnetic toys such as",Buckyballs,"and Magnetix can be swallowed by children, causing tears to",404,"2020-03-29 14:12:03",2020-03-18T21:59:12Z
41,14,https://injury.findlaw.com/product-liability/fluvoxamine-news.html,"Fluvoxamine News - FindLaw",112,29,https://www.fda.gov/Error/index.htm,Dofollow,"and do not get enough oxygen to their bodies. Click",here,"to read more.",404,"2020-03-13 11:38:38",2020-04-10T07:47:41Z
42,14,https://injury.findlaw.com/torts-and-personal-injuries/nursing-home-laws-by-state.html,"Nursing Home Laws by State - FindLaw",166,189,https://www.vadars.org/aps/AdultProtServ.htm,Dofollow,,"Adult Protective Services",,404,"2020-04-13 11:56:05",2020-03-12T01:12:55Z
42,14,https://injury.findlaw.com/torts-and-personal-injuries/nursing-home-laws-by-state.html,"Nursing Home Laws by State - FindLaw",166,189,https://chfs.ky.gov/os/oig/dhcfs.htm,Dofollow,,"Kentucky Cabinet for Health and Family Services",,404,"2020-04-10 10:22:52",2020-03-12T01:12:55Z
42,14,https://injury.findlaw.com/torts-and-personal-injuries/nursing-home-laws-by-state.html,"Nursing Home Laws by State - FindLaw",166,189,https://www.dhs.pa.gov/citizens/reportabuse/dhsadultprotectiveservices/,Dofollow,,"Adult Protective Services",,404,"2020-04-06 09:33:06",2020-03-12T01:12:55Z
42,14,https://injury.findlaw.com/torts-and-personal-injuries/nursing-home-laws-by-state.html,"Nursing Home Laws by State - FindLaw",166,189,https://dhr.alabama.gov/services/Adult_Protective_Services/Adult_Protective_Services.aspx,Dofollow,,"Alabama Adult Protective Services",,404,"2020-03-31 10:41:26",2020-03-12T01:12:55Z
43,14,https://injury.findlaw.com/product-liability/prozac-faq.html,"Prozac FAQs",112,30,https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm096273.htm,Dofollow,"a black box warning to Prozac's prescribing information describing the","increased risk of suicidal thoughts and behavior in children and adolescents","taking antidepressants.",404,"2020-04-01 04:08:43",2020-03-07T10:44:21Z
44,14,https://injury.findlaw.com/product-liability/oil-spill-faq.html,"Oil Spill FAQ - FindLaw",111,26,https://www.uscg.mil/npfc/Claims/default.asp,Dofollow,"can also visit the NPFC's Web site for more information:",http://www.uscg.mil/npfc/Claims/default.asp,.,404,"2020-04-04 13:35:34",2020-04-16T11:06:43Z
45,13,https://injury.findlaw.com/product-liability/sudden-infant-death-syndrome.html,"Sudden Infant Death Syndrome - FindLaw",116,30,https://ronny-dwijayanto-web-proxy.appspot.com/www.reuters.com/article/idUSTRE68R5TL20100928,Dofollow,"and (4) most recently, infant's brain chemical serotonin levels and","parents and caregivers alcohol consumption",", among others.",404,"2020-04-09 20:11:44",2020-03-22T13:26:18Z
46,13,https://injury.findlaw.com/product-liability/fluvoxamine-faq.html,"Fluvoxamine FAQ - FindLaw",112,29,https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm096273.htm,Dofollow,"medications include a black box warning—the FDA’s strongest warning—about the","increased risk of suicidality in young adults","(ages 18-24) during initial stages of treatment.",404,"2020-04-01 04:08:43",2020-03-10T22:07:59Z
47,13,https://injury.findlaw.com/product-liability/medtronic-defibrillator-faq.html,"Medtronic Defibrillator FAQ - FindLaw",112,34,http://www.medtronic.com/product-advisories/patient/sprint-fidelis/PROD-ADVISORY-OCT,Dofollow,"On October 15, 2007, defibrillator manufacturer Medtronic Inc.","warned patients","and health care providers that an electrical wire (called a",404,"2020-04-04 03:08:04",2020-03-31T02:24:22Z
48,13,https://injury.findlaw.com/product-liability/celexa-faq.html,"Celexa FAQs",112,23,https://www.fda.gov/Drugs/DrugSafety/InformationbyDrugClass/ucm096273.htm,Dofollow,"the manufacturers of all marketed antidepressants to fully evaluate the","risk of suicidality in children, adolescents, and adults","treated with these medications. Celexa maker Forest Laboratories, Inc. added",404,"2020-04-01 04:08:43",2020-03-11T03:35:18Z
49,13,https://injury.findlaw.com/product-liability/food-poisoning-in-the-news-menu-foods-inc-pet-food.html,"Food Poisoning in the News: Menu Foods, Inc. Pet Food - FindLaw",110,35,https://www.hillspet.com/menu_foods/menu_foods_en_us.htm,Dofollow,,"Hill's Science Diet® Press Release",,404,"2020-03-30 11:08:08",2020-03-17T03:12:45Z
49,13,https://injury.findlaw.com/product-liability/food-poisoning-in-the-news-menu-foods-inc-pet-food.html,"Food Poisoning in the News: Menu Foods, Inc. Pet Food - FindLaw",110,35,https://www.fda.gov/Error/index.htm,Dofollow,,"P&G Pet Care Press Release",,404,"2020-03-13 11:38:38",2020-03-17T03:12:45Z
50,13,https://injury.findlaw.com/product-liability/atrazine-contamination-and-injury-information.html,"Atrazine Contamination and Injury Information",112,24,https://www.epa.gov/dwstandardsregulations,Dofollow,"water. The agency has determined that drinking water that contains","no more than three parts per billion (ppb) of atrazine","is safe for human consumption. Although the EPA standard is",404,"2020-03-18 03:30:16",2020-03-24T18:48:25Z
51,13,https://injury.findlaw.com/accident-injury-law/monthly-disability-claims-should-i-use-an-attorney.html,"Monthly Disability Claims: Should I Use an Attorney?",116,24,https://www.dol.gov/ebsa/publications/filingbenefitsclaim.html,Dofollow,"that you're entitled to benefits on appeal. Both SSDI and","employer disability insurance","allow you to appeal a denial. An attorney can help",404,"2020-03-29 12:58:06",2020-04-11T03:38:36Z
52,13,https://injury.findlaw.com/product-liability/bextra-overview.html,"Bextra - Overview - FindLaw",114,24,https://www.fda.gov/Error/index.htm,Dofollow,In,"information provided to healthcare professionals",", the FDA stated that it ""has concluded that the",404,"2020-03-13 11:38:38",2020-03-15T21:38:18Z
53,13,https://injury.findlaw.com/product-liability/oil-spill-related-resources.html,"Oil Spill Related Resources - FindLaw",135,42,https://archive.epa.gov/bpspill/web/html/,Dofollow,,"EPA Response to BP Spill in the Gulf of Mexico",,404,"2020-04-05 15:00:51",2020-03-19T02:18:04Z
54,13,https://injury.findlaw.com/product-liability/food-poisoning-in-the-news-jamba-juice-strawberries.html,"Food Poisoning in the News: Jamba Juice Strawberries - FindLaw",110,22,https://www.fda.gov/Error/index.htm,Dofollow,"More information: FDA press release on the","Jamba JuiceAlert",.,404,"2020-03-13 11:38:38",2020-03-05T12:51:06Z
55,13,https://injury.findlaw.com/product-liability/tamiflu-links.html,"Tamiflu Links - FindLaw",111,42,https://medlineplus.gov/druginfo/uspdi/500062.html,Dofollow,,"MedlinePlus Drug Information: Tamiflu (Oseltamvir)",,404,"2020-04-09 19:34:02",2020-04-02T01:24:15Z
55,13,https://injury.findlaw.com/product-liability/tamiflu-links.html,"Tamiflu Links - FindLaw",111,42,https://www.fda.gov/medwatch/safety/2006/safety06.htm,Dofollow,,"TamifluSafety Information Alert",,404,"2020-04-05 11:58:49",2020-04-02T01:24:15Z
55,13,https://injury.findlaw.com/product-liability/tamiflu-links.html,"Tamiflu Links - FindLaw",111,42,https://www.fda.gov/Error/index.htm,Dofollow,,"TamifluConsumer Information",,404,"2020-03-13 11:38:38",2020-04-02T01:24:15Z
