#,"Domain Rating","URL Rating (desc)","Referring Domains","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",TextPre,"Link Anchor",TextPost,Type,"HTTP Code","DP check","RP check",Traffic,Keywords,"Linked Domains"
22,87,13,1,https://www.csmonitor.com/Business/Saving-Money/2015/0128/Uber-to-offer-per-mile-insurance-for-drivers.-Enough-coverage,"Uber to offer 'per mile' insurance for drivers. Enough coverage? - CSMonitor.com",133,24,https://www.nerdwallet.com/blog/insurance/2015/04/21/ridesharing-insurance/,"as Uber and Lyft are so new, the issue of","insurance for rideshare drivers","has been murky. Laws regulating ridesharing services vary from state","Nofollow, Content",404,"2020-03-21 10:09:32","2019-11-30 23:11:01",0.01,10,9
23,28,13,6,http://www.freenclearstuff.com/4-vacations-for-the-recession-weary/,"4 Vacations for the Recession Weary - Free N Clear",56,38,https://www.nerdwallet.com/blog/insurance/2013/07/24/pet-insurance-cost/,"literacy site that helps consumers with financial concerns ranging from","pet insurance cost","to budgeting for that much needed vacation","Nofollow, Content",404,"2020-04-03 20:00:01","2020-03-22 01:40:24",0,0,23
24,88,13,1,https://www.fool.com/personal-finance/2014/02/23/rental-car-insurance.aspx,"Rental Car Insurance | The Motley Fool",93,16,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance/,"you don't own a car, you may not have a","non-owner insurance policy",". You may also want to purchase additional coverage if","Nofollow, Content",404,"2020-04-18 08:09:23","2020-03-24 21:04:39",4.4,119,6
25,90,13,0,https://www.foxnews.com/world/nerdwallet-top-five-reasons-why-its-a-good-idea-to-buy-renters-insurance,"NerdWallet: Top Five Reasons Why It's A Good Idea To Buy Renters Insurance | Fox News",119,21,https://www.nerdwallet.com/blog/insurance/2013/09/30/cheap-renters-insurance/,"It’s easy to find","cheap renters insurance",". If you can afford to buy a few coffee","Dofollow, Content",404,"2020-04-13 10:22:21","2020-03-02 14:16:00",0.17,2,10
26,80,13,0,https://www.cheatsheet.com/money-career/own-a-dog-the-hidden-way-your-pet-can-cost-you-big.html/,"Own a Dog? The Hidden Way Your Pet Can Cost You Big",34,24,https://www.nerdwallet.com/blog/insurance/property/dog-owners-homeowners-insurance/,"Linley Jones of the Linley Jones Firm in Atlanta, told","Nerd Wallet",". “Read your policy and talk to your insurance agent if","Dofollow, Content",404,"2020-03-12 19:16:54","2020-03-13 12:32:35",1.2,2,12
27,89,13,0,https://consumercal.org/ridesharing-drivers-often-stuck-in-insurance-limbo/,"Ridesharing Drivers Often Stuck In Insurance Limbo | Consumer Federation of California",35,3,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,,"Read more, including quotes from CFC Executive Director Richard Holober, at NerdWallet…",,"Dofollow, Content",404,"2020-03-29 14:50:37","2020-04-10 23:22:13",0,0,3
28,90,13,,https://travel.stackexchange.com/questions/81387/safety-considerations-for-a-space-flight/81403,"virgin atlantic - Safety considerations for a space flight - Travel Stack Exchange",143,29,https://www.nerdwallet.com/blog/insurance/space-tourism-insurance/,"of passengers, that's a stickier issue, as described in this","NerdWallet article by John Kuo",,"Dofollow, Content",404,"2020-04-19 11:19:45","2018-01-29 00:55:16",,,14
29,90,13,0,https://travel.stackexchange.com/questions/81387/safety-considerations-for-a-space-flight,"virgin atlantic - Safety considerations for a space flight - Travel Stack Exchange",141,35,https://www.nerdwallet.com/blog/insurance/space-tourism-insurance/,"of passengers, that's a stickier issue, as described in this","NerdWallet article by John Kuo",,"Dofollow, Content",404,"2020-04-19 11:19:45","2019-05-23 19:06:36",0,0,14
30,84,13,1,http://www.law.uh.edu/news/uhlc-in-the-news-2015.asp,"UHLC in the News 2015 - News and Events - Univeristy of Houston Law Center",200,626,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,,"Ridesharing Drivers Often Stuck in Insurance Limbo",,Dofollow,404,"2020-03-29 14:50:37","2019-08-20 11:21:34",0,0,188
31,83,13,0,http://www.dynamicallyinsured.com.php56-4.phx1-2.websitetestlink.com/category/all-about-insurance/auto/,"Auto Insurance – Dynamically Insured",59,24,https://www.nerdwallet.com/blog/insurance/2015/07/08/find-cheap-car-insurance-online/,,"Continue to original source.",,Dofollow,404,"2020-04-14 14:57:48","2020-02-17 14:04:28",0,0,12
32,89,12,0,https://consumercal.org/tag/insurance/page/3/,"Insurance | Consumer Federation of California | Page 3",46,11,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-03-21 22:37:56",0,0,8
33,87,12,0,https://www.csmonitor.com/Business/Saving-Money/2015/1122/El-Nino-means-it-s-a-good-time-to-buy-flood-insurance,"El Niño means it's a good time to buy flood insurance - CSMonitor.com",132,20,https://www.nerdwallet.com/blog/insurance/el-nino-flood-insurance/,"This article first appeared in",NerdWallet.,,"Nofollow, Content",404,"2020-03-23 13:51:15","2019-10-16 10:04:19",0,1,9
34,89,12,0,https://consumercal.org/tag/uber/page/3/,"Uber | Consumer Federation of California | Page 3",46,12,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-04-06 22:32:30",0,2,9
35,89,12,0,https://consumercal.org/tag/lyft/page/2/,"Lyft | Consumer Federation of California | Page 2",42,13,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-03-22 08:49:46",0,0,7
36,89,12,0,https://consumercal.org/issue-category/consumer-issues/page/8/,"Consumer Issues | Issue Categories | Consumer Federation of California | Page 8",50,16,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-03-26 02:48:29",0,0,11
37,89,12,0,https://consumercal.org/news/page/40/,"News | Consumer Federation of California | Justice in the Marketplace | Page 40",48,12,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-04-07 22:43:48",0.04,1,8
38,89,12,0,https://consumercal.org/tag/sharing-economy/page/2/,"Sharecropper Economy | Consumer Federation of California | Page 2",42,14,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-04-07 21:25:32",0,0,9
39,89,12,0,https://consumercal.org/tag/sb-886/,"SB 886 | Consumer Federation of California",30,3,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-03-27 11:58:24",0,0,3
40,89,12,0,https://consumercal.org/issue-category/corporate-accountability/page/5/,"Corporate Accountability | Issue Categories | Consumer Federation of California | Page 5",50,16,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-04-16 17:39:33",0,0,11
41,89,12,0,https://consumercal.org/category/latest-in-consumer-news/page/32/,"Latest In Consumer News | Consumer Federation of California | Page 32",50,14,https://www.nerdwallet.com/blog/insurance/2015/05/22/ridesharing-drivers-stuck-insurance-limbo/,"by Alice Holbrook,",NerdWallet,,Dofollow,404,"2020-03-29 14:50:37","2020-04-06 17:52:13",0,0,9
42,81,12,1,https://oklahoman.com/article/feed/939057/insiders-tips-for-buying-life-insurance,"Insiders’ Tips for Buying Life Insurance",96,35,https://www.nerdwallet.com/blog/insurance/insiders-tips-buying-life-insurance-mw-editing/?trk=nww,"This article originally appeared on",NerdWallet,.,Dofollow,404,"2020-04-17 13:53:29","2020-04-13 21:39:09",0,0,18
43,87,12,0,https://www.nj.com/hudson/2014/08/jersey_city_second_best_city_in_america_for_youth_soccer_report.html,"Super for youth soccer? One Jersey city scores on list of best locales - nj.com",184,18,https://www.nerdwallet.com/blog/insurance/2014/08/18/cities-soccer-moms-dads-insurance/,"Finance website",NerdWallet,"studied the 150 largest cities in the United States for","Dofollow, Content",404,"2020-04-14 15:39:34","2020-01-07 06:03:39",0,1,13
44,87,12,0,https://www.csmonitor.com/Business/Saving-Money/2015/0611/Renting-Does-it-make-financial-sense-for-you,"Renting: Does it make financial sense for you? - CSMonitor.com",131,17,https://www.nerdwallet.com/blog/insurance/2013/10/01/cheap-homeowners-insurance/,"1 percent to 3 percent for property taxes and",insurance,costs,"Nofollow, Content",404,"2020-03-11 11:48:40","2019-11-25 13:59:04",0,0,6
45,87,12,0,https://www.csmonitor.com/Business/Saving-Money/2015/1124/Seven-financial-steps-to-take-once-you-re-on-your-own,"Seven financial steps to take once you're on your own - CSMonitor.com",129,21,https://www.nerdwallet.com/blog/insurance/7-basic-financial-steps-car-insurance/,"This article first appeared at",NerdWallet.,,"Nofollow, Content",404,"2020-04-03 07:33:20","2019-12-06 03:18:03",0,0,6
46,85,12,0,https://visual.ly/community/Infographics/transportation/americas-truck-ford-f-150,"America's Truck: The Ford F-150 | Visual.ly",23,5,https://www.nerdwallet.com/blog/insurance/2014/04/23/ford-f150-car-insurance-index/,,http://www.n...nce-index/,,Nofollow,404,"2020-03-11 17:12:02","2020-04-13 22:15:37",0.33,3,2
47,83,12,0,http://www.rateprohub.com.php56-23.dfw3-2.websitetestlink.com/blog/auto/4-tips-for-finding-cheap-car-insurance-online/,"4 Tips for Finding Cheap Car Insurance Online | Rate Pro Hub",46,3,https://www.nerdwallet.com/blog/insurance/2015/07/08/find-cheap-car-insurance-online/,,"Continue to original source.",,"Dofollow, Content",404,"2020-04-14 14:57:48","2020-03-28 22:18:56",0,0,2
48,84,12,0,https://oppositelock.kinja.com/insurance-minimums-by-state-1689143403,"Insurance Minimums By State",10,30,https://www.nerdwallet.com/blog/insurance/2015/02/27/cheap-car-insurance-arizona/,"In an",article,"for personal finance website NerdWallet, our founder and CEO noted,",Dofollow,404,"2020-03-20 15:47:10","2019-06-30 17:30:21",0,0,23
49,84,12,0,http://www.law.uh.edu/news/uhlc-in-the-news-2014.asp,"University of Houston Law Center in the News 2014",164,687,https://www.nerdwallet.com/blog/insurance/2014/08/25/insurance-companies-credit-history/,,"Expert FAQ: Should Insurance Companies Be Able to Consider Your Credit History?",,"Dofollow, Content",404,"2020-03-27 02:48:17","2019-07-24 05:23:08",0.01,2,190
50,83,12,0,http://www.dynamicallyinsured.com.php56-4.phx1-2.websitetestlink.com/all-about-insurance/auto/4-tips-for-finding-cheap-car-insurance-online/,"4 Tips for Finding Cheap Car Insurance Online – Dynamically Insured",55,5,https://www.nerdwallet.com/blog/insurance/2015/07/08/find-cheap-car-insurance-online/,,"Continue to original source.",,"Dofollow, Content",404,"2020-04-14 14:57:48","2020-03-09 07:50:17",0,0,5
51,62,12,3,https://www.fbfs.com/learning-center/the-boat-owner-s-guide-to-insurance,"The Boat Owner’s Guide to Insurance | Farm Bureau Financial Services",63,18,https://www.nerdwallet.com/blog/insurance/boat-insurance/ /,,https://www.nerdwallet.com/blog/insurance/boat-insurance/,,Dofollow,404,"2020-04-01 19:16:06","2020-04-08 11:44:14",17,68,14
52,82,12,0,https://www.timesunion.com/business/fool/article/What-Is-the-True-Cost-to-Own-a-Car-5239911.php,"What Is the True Cost to Own a Car?",118,48,"https://www.nerdwallet.com/blog/insurance/car-insurance-basics/true-cost-to-own/What Does Car Insurance Cover/","with the specific car you're looking to insure, and the","amount of coverage","you want to buy, your premium could be affected by","Dofollow, Content",404,"2020-04-03 19:29:36","2020-03-20 23:12:13",0,0,15
53,58,11,2,https://coverhound.com/insurance-learning-center/are-you-qualified-for-lower-car-insurance-rates,"Are you qualified for lower car insurance rates? | CoverHound",8,8,https://www.nerdwallet.com/blog/insurance/2015/03/09/5-cheap-car-insurance-agent/,"According to nerdwallet,","the type of car you own and its age","play into how much your insurance will cost. Comprehensive collision","Dofollow, Content",404,"2020-03-15 07:42:52","2020-03-20 13:32:15",0,8,5
54,68,11,5,https://www.uphelp.org/should-insurance-companies-be-able-consider-your-credit-history,"Should Insurance Companies Be Able to Consider Your Credit History? | United Policyholders",40,27,https://www.nerdwallet.com/blog/insurance/2014/08/25/insurance-companies-credit-history/,,"Alice Holbrook",,Dofollow,404,"2020-03-27 02:48:17","2020-04-15 17:00:01",0,0,12
55,58,11,2,https://coverhound.com/insurance-learning-center/should-you-get-non-owner-car-insurance,"Should you get non-owner car insurance? | CoverHound",9,8,https://www.nerdwallet.com/blog/insurance/car-insurance-basics/nonowner-car-insurance-2/?insurancerecs&globalrecs,"do not own. According to NerdWallet, this type of liability coverage","protects you in case","of an accident where in you're considered at fault. Coverage","Dofollow, Content",404,"2020-04-11 22:52:38","2020-04-09 20:16:45",4.8,93,5
56,59,11,1,https://www.motorbiscuit.com/5-ways-to-save-on-car-insurance-you-may-be-missing-out-on/,"5 Ways to Save on Car Insurance You May Be Missing Out On",26,27,https://www.nerdwallet.com/blog/insurance/2013/08/21/study-student-drivers-poor-grades-pay-20-car-insurance/,"save depends on where you live and your gender. An","analysis by NerdWallet","found that men benefited more than women from this discount","Dofollow, Content",404,"2020-03-13 14:58:35","2020-03-22 07:15:15",0,0,10
57,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/03/31/puzzling-terms-auto-insurance-quotes/,,"5 Puzzling Terms in Auto Insurance Quotes",,Dofollow,404,"2020-04-02 08:20:43","2020-04-14 11:20:38",0,0,12
58,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/04/14/life-insurance-quote-myths/,,"Myths About Your Life Insurance Quote",,Dofollow,404,"2020-03-08 18:32:24","2020-04-14 11:20:38",0,0,12
59,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/04/21/compare-car-insurance-rates-2/,,"Auto Insurance Quotes in Your 80s and 90s: Ways to save",,Dofollow,404,"2020-04-06 23:33:59","2020-04-14 11:20:38",0,0,12
60,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/04/23/high-car-insurance-quotes-louisiana/,,"Who Dat Getting High Car Insurance Quotes? It's Louisiana",,Dofollow,404,"2020-04-13 17:32:01","2020-04-14 11:20:38",0,0,12
61,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/04/24/car-insurance-quotes-states-no-fault-optional/,,"Car Insurance Quotes Trickier in 'Choice' No-Fault States",,Dofollow,404,"2020-03-19 11:24:48","2020-04-14 11:20:38",0,0,12
62,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/04/27/teen-driver-auto-insurance-quotes/,,"Teen Driver? Prepare for Auto Insurance Quotes Misery",,Dofollow,404,"2020-04-02 08:55:40","2020-04-14 11:20:38",0,0,12
63,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/04/28/living-abroad-car-insurance-quotes/,,"How Living Abroad Could Increase Your Car Insurance Quotes",,Dofollow,404,"2020-03-19 00:20:28","2020-04-14 11:20:38",0,0,12
64,79,11,0,https://muckrack.com/sarah_cooke/articles,"Articles by Sarah Cooke | Minnesota Educator Journalist | Muck Rack",102,152,https://www.nerdwallet.com/blog/insurance/2015/05/01/graduated-licensing-laws-affect-car-insurance-quotes/,,"Graduated Licensing Reduces Crashes, Claims and Car Insurance Quotes",,Dofollow,404,"2020-03-13 06:45:38","2020-04-14 11:20:38",0,0,12
65,71,11,1,https://www.arlnow.com/2014/08/19/morning-notes-1017/,"Morning Notes | ARLnow.com",47,18,https://www.nerdwallet.com/blog/insurance/2014/08/18/cities-soccer-moms-dads-insurance/,"the number of soccer clubs and food and transportation affordability. [","Nerd Wallet",],"Dofollow, Content",404,"2020-04-14 15:39:34","2020-04-14 19:01:45",0,0,13
66,68,11,2,https://www.uphelp.org/best-insurance-moves-march,"Best Insurance Moves for March | United Policyholders",40,25,https://www.nerdwallet.com/blog/insurance/2015/03/10/insurance-moves-march/,,"Alice Holbrook",,Dofollow,404,"2020-04-11 20:35:55","2020-04-03 23:53:54",0,0,12
67,79,11,0,https://muckrack.com/sarah_cooke,"Sarah Cooke | Minnesota Educator Journalist | Muck Rack",60,69,https://www.nerdwallet.com/blog/insurance/2015/04/28/living-abroad-car-insurance-quotes/,,"How Living Abroad Could Increase Your Car Insurance Quotes",,Dofollow,404,"2020-03-19 00:20:28","2020-03-14 23:08:09",0,0,11
68,79,11,0,https://muckrack.com/sarah_cooke,"Sarah Cooke | Minnesota Educator Journalist | Muck Rack",60,69,https://www.nerdwallet.com/blog/insurance/2015/05/01/graduated-licensing-laws-affect-car-insurance-quotes/,,"Graduated Licensing Reduces Crashes, Claims and Car Insurance Quotes",,Dofollow,404,"2020-03-13 06:45:38","2020-03-14 23:08:09",0,0,11
69,69,11,0,https://www.lisa.org/life-policy-owners/consumer-news/page/16,"Consumer News | LISA",81,14,https://www.nerdwallet.com/blog/insurance/2015/06/02/hybrid-life-insurance-long-term-care-policies/,,"Hedging Your Bets With Hybrid Life Insurance and Long-Term-Care Policies",,Dofollow,404,"2020-03-12 14:34:02","2020-04-08 18:49:50",0,0,11
70,78,11,0,https://www.thinkadvisor.com/2014/11/20/does-china-have-the-best-life-insurance-marketing/,"Does China have the best life insurance marketing? | ThinkAdvisor",71,36,https://www.nerdwallet.com/blog/insurance/2014/11/03/china-best-life-insurance/,"Note: This article first appeared at NerdWallet.com. Click",here,"to read the original.","Dofollow, Content",404,"2020-03-05 11:25:04","2020-04-19 00:29:10",0,0,13
71,74,11,0,https://blog.voya.com/planning/setting-yourself-saving-success-2019-nc,"Setting Yourself Up for Saving Success in 2019 | Voya Financial Blog",21,8,https://www.nerdwallet.com/blog/insurance/state‐of‐driving/,²,https://www.nerdwallet.com/blog/insurance/state‐of‐driving/,,Dofollow,404,"2020-04-14 14:17:59","2019-02-03 16:31:55",0,0,8
72,75,11,0,http://multibriefs.com/briefs/vrl/VRL061315.php,"The VRL NewsBrief",30,66,https://www.nerdwallet.com/blog/insurance/2015/06/08/get-car-insurance-classic-car/,,"How to get the best car insurance for your classic ride",,Dofollow,404,"2020-04-04 20:09:16","2019-07-03 12:12:48",0,0,19
