#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
81,26,https://www.thebalance.com/retirement-income-fund-reviews-2388688,"4 Retirement Income Funds And How They Work",68,28,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard's website provides a","calculator to show you your expected income","depending on the amount you invest.",404,"2020-03-26 03:18:41",2020-04-18T17:07:03Z
82,25,https://www.thebalance.com/which-firms-have-the-most-assets-under-management-4173923,"The 10 Largest Investment Management Companies Worldwide",58,30,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","Fast Facts About Vanguard","."" Accessed April 9, 2020.",404,"2020-03-26 03:18:41",2020-04-20T07:33:08Z
83,25,https://www.thebalance.com/what-is-a-bull-market-3305821,"Bull Market: Definition,Types, History, Causes",65,29,http://www.dogchannel.com/media/dog-magazines/dogworld/the-history-of-bull-baiting.aspx.pdf,Nofollow,"a market trend? It all started in the late 1500s with","bull and bear baiting",". That's when people watched dogs attack bulls or bears)","Cannot resolve host","2020-04-13 08:20:51",2020-04-19T22:03:04Z
84,25,https://www.thebalance.com/using-free-online-mortgage-calculators-1797707,"Using Free Online Mortgage Calculators",48,27,https://www.goodmortgage.com/Calculators/Debt_Consolidation.html,Nofollow,This,"Debt Consolidation Calculator","helps you to determine whether or not you should consolidate",404,"2020-03-26 01:42:20",2020-04-19T23:05:52Z
85,25,https://www.thebalance.com/best-etfs-4173857,"The 8 Best ETFs of 2020",57,32,http://www.vanguard.com/notfound.htm,Nofollow,,"Best International: Vanguard FTSE Developed Markets (VEA)",,404,"2020-03-26 03:18:41",2020-04-19T14:12:11Z
86,25,https://www.thebalance.com/total-stock-market-index-funds-2466402,"Best Total Stock Market Index Funds - VTSMX, VTI, SWTSX, IWV",55,24,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard.com. ""","Vanguard Total Stock Market Index Fund.",""" Accessed March 17, 2020.",404,"2020-03-26 03:18:41",2020-04-20T12:00:58Z
87,25,https://www.thebalance.com/how-falling-stock-prices-can-make-you-rich-358152,"How You Can Profit From Falling Stock Prices",63,20,http://www.vanguard.com/notfound.htm,Nofollow,"funds from well-known financial companies such as Vanguard, who offers","FTSE All-World ex-US Index Fund ETF Shares (VEU)",". Conduct some research and find some that you like",404,"2020-03-26 03:18:41",2020-04-20T15:54:07Z
88,25,https://www.thebalance.com/basics-on-fixed-income-funds-2466771,"Fixed Income Mutual Funds: The Basics",49,26,http://www.vanguard.com/notfound.htm,Nofollow,,"Vanguard Inflation-Protected Securities Fund",,404,"2020-03-26 03:18:41",2020-04-20T03:56:30Z
89,25,https://www.thebalance.com/what-is-an-etf-1214813,"Exchange Traded Fund (ETF) Definition and How to Invest",61,31,http://www.vanguard.com/notfound.htm,Nofollow,Vanguard:,"Vanguard S&P 500 ETF",,404,"2020-03-26 03:18:41",2020-04-20T15:03:07Z
90,25,https://www.thebalance.com/what-is-the-behavior-gap-2388311,"Don't Let Your Emotions Rule Your Financial Behavior",52,19,https://behaviorgap.com/store/,Nofollow,"Richards also offers a plethora of excellent sketches that provide","poignant illustrations about our choices",". His sketches are found in financial planning offices around",404,"2020-03-20 08:06:03",2020-04-19T21:55:22Z
91,25,https://www.thebalance.com/why-dividend-stocks-outperform-non-dividend-stocks-357353,"3 Reasons Why Dividend Stocks Outperform Non-Dividends",76,22,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","30-Day SEC Yield","."" Accessed Jan. 30, 2020.",404,"2020-03-26 03:18:41",2020-04-20T05:52:55Z
92,25,https://www.thebalance.com/carbon-tax-definition-how-it-works-4158043,"Carbon Tax: Definition, How It Works, Pros, Cons",62,54,http://www.fire.ca.gov/current_incidents/incidentdetails/Index/2277,Dofollow,"it responsible for the deadliest fire in California history, the","Camp Fire",". The company estimated it would cost between $75 billion",404,"2020-01-31 05:31:13",2020-04-20T01:46:44Z
93,25,https://www.thebalance.com/learn-to-link-bank-accounts-315141,"How to Link Bank Accounts for Transfers and Payments",53,25,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Electronic Bank Transfers","."" Accessed April 10, 2020.",404,"2020-03-26 03:18:41",2020-04-20T06:54:55Z
94,25,https://www.thebalance.com/chernobyl-nuclear-power-plant-disaster-economic-impact-3306335,"Chernobyl Disaster: Facts, Causes, Effects, Today, Comparison",46,26,https://globalhealth.usc.edu/2016/05/24/the-financial-costs-of-the-chernobyl-nuclear-power-plant-disaster-a-review-of-the-literature/,Dofollow,"of Southern California Institute on Inequalities in Global Health. ""","New Report Examines Financial Costs of the Chernobyl Nuclear Power Plant Disaster",","" Accessed April 9, 2020.","Cannot resolve host","2020-01-31 15:20:55",2020-04-20T23:55:18Z
95,25,https://www.thebalance.com/cheapest-index-funds-to-buy-4067421,"List of 12 Cheapest Index Funds to Buy",64,37,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Group, Inc. ""","Vanguard Total International Stock Index Fund Investor Shares (VGTSX)","."" Accessed March 28, 2020.",404,"2020-03-26 03:18:41",2020-04-20T14:00:56Z
96,24,https://www.thebalance.com/how-much-should-i-put-in-my-401k-453991,"How Much Should I Put Aside for Retirement?",60,23,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","When Should You Start Saving for Retirement?",""" Accessed Jan. 7, 2020.",404,"2020-03-26 03:18:41",2020-04-19T22:10:51Z
97,24,https://www.thebalance.com/online-investment-classes-2388835,"Free Investment Classes You Can Take Online",50,33,http://www.vanguard.com/notfound.htm,Nofollow,,"I’m already saving or just starting to save",": Topics under this link help you figure out how much",404,"2020-03-26 03:18:41",2020-04-19T22:34:30Z
98,24,https://www.thebalance.com/do-i-need-to-file-a-nonresident-state-tax-return-3193323,"The Rules Requiring a Nonresident State Tax Return",52,30,https://www.jonesday.com/en/insights/2015/08/comptroller-of-the-treasury-of-imaryland-v-wynnei-what-are-the-potential-consequences,Nofollow,"Jones Day. ""","Comptroller of the Treasury of Maryland v. Wynne: What Are the Potential Consequences?",""" Accessed April 5, 2020.",404,"2020-03-29 10:08:29",2020-04-20T07:31:26Z
99,24,https://www.thebalance.com/best-banks-4165386,"Best Banks of April 2020",50,28,https://www.schwab.com/public/schwab/banking_lending/?dd_pm=none&dd_pm_cat=savings_mma,Nofollow,,"Charles Schwab Bank: Best Bank for International Travelers",,404,"2020-04-10 12:32:17",2020-04-19T00:01:06Z
100,24,https://www.thebalance.com/what-is-my-social-security-retirement-age-2388279,"What Is My Social Security Retirement Eligibility Age?",52,25,https://faq.ssa.gov/en-US/link/portal/34011/34019/article/3739/what-happens-if-i-work-and-get-social-security-retirement-benefits,Dofollow,"Social Security at this early ageandyou have earnings above the","Social Security earnings limit",", your Social Security benefits will be reduced. Once you",404,"2020-04-20 19:55:22",2020-04-20T19:06:09Z
101,24,https://www.thebalance.com/overview-of-minnesota-estate-tax-laws-in-2014-3505329,"Minnesota Estate Tax Laws and Regulations",68,20,https://www.revenue.state.mn.us/businesses/estate/Pages/estate_calculators.aspx,Dofollow,"Also, note that you can use the","Minnesota Estate Tax Calculators","for the applicable year of death provided by the Department",404,"2020-04-15 05:23:53",2020-04-17T18:52:43Z
101,24,https://www.thebalance.com/overview-of-minnesota-estate-tax-laws-in-2014-3505329,"Minnesota Estate Tax Laws and Regulations",68,20,https://www.revenue.state.mn.us/businesses/estate/Pages/Estate_Tax_Forms.aspx,Dofollow,"tax must complete and file the Minnesota Estate Tax Return,","Form M706",.,404,"2020-01-29 09:02:00",2020-04-17T18:52:43Z
102,24,https://www.thebalance.com/best-no-load-mutual-fund-companies-2466479,"No-Load Mutual Funds - Which Companies Have the Best",64,26,http://www.vanguard.com/notfound.htm,Nofollow,"is the Wellington Fund (VWELX) and its best-known fund is","Vanguard 500 Index (VFINX)",", which is an index fund that mirrors the movements",404,"2020-03-26 03:18:41",2020-04-19T22:46:41Z
103,24,https://www.thebalance.com/obamacare-bill-3306057,"Obamacare Act Summary of Its 10 Titles",63,31,http://wordpress.wpprivate.com/blogs/wonkblog/wp/2012/07/03/obamacares-medicaid-expansion-already-covering-a-half-million-americans/,Nofollow,"In 2014, the","Act extended Medicaid coverage","to anyone whose income is below 138 percent of the federal","Cannot resolve host","2020-03-04 02:45:32",2020-04-20T10:46:53Z
104,24,https://www.thebalance.com/best-mutual-funds-4119796,"Best Mutual Funds of 2020",59,23,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Total Bond Market Index Fund Admiral Shares","."" Accessed March 21, 2020.",404,"2020-03-26 03:18:41",2020-04-20T08:31:49Z
105,24,https://www.thebalance.com/best-ways-to-invest-in-foreign-markets-1978968,"Best Ways to Invest in Foreign Markets",77,28,https://www.yahoo.com/funds.html,Dofollow,"mutual funds is easiest using free online tools like the","Yahoo! Finance Fund Screener","or the Wall Street Journal Fund Screener . Meanwhile, ETFs",404,"2020-04-09 18:28:22",2020-04-17T10:44:30Z
105,24,https://www.thebalance.com/best-ways-to-invest-in-foreign-markets-1978968,"Best Ways to Invest in Foreign Markets",77,28,https://www.interactivebrokers.com/ibg/main.php,Nofollow,"a cheap way to purchase these stocks — such as",InteractiveBrokers,"— investors should carefully check their brokerage's fee schedule before",404,"2020-04-06 06:42:17",2020-04-17T10:44:30Z
106,24,https://www.thebalance.com/best-dividend-etfs-4139756,"10 Best Dividend ETFs to Buy Now",61,39,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Dividend Appreciation ETF (VIG)","."" Accessed Dec. 24, 2019.",404,"2020-03-26 03:18:41",2020-04-19T22:47:36Z
107,24,https://www.thebalance.com/paypal-debit-and-credit-cards-315161,"PayPal Debit and Credit Card Primer",65,19,https://www.paypal.com/webapps/mpp/credit-card,Dofollow,"you’d prefer a credit card instead of a debit card, the","PayPal Extras","card is another option. This card allows you to borrow",404,"2020-04-14 03:55:31",2020-04-20T10:32:34Z
107,24,https://www.thebalance.com/paypal-debit-and-credit-cards-315161,"PayPal Debit and Credit Card Primer",65,19,https://www.paypal.com/webapps/mpp/paypal-prepaid-mastercard,Dofollow,The,"PayPal Prepaid MasterCard","is a PayPal-branded prepaid debit card. Like all prepaid debit",404,"2020-03-22 01:16:02",2020-04-20T10:32:34Z
107,24,https://www.thebalance.com/paypal-debit-and-credit-cards-315161,"PayPal Debit and Credit Card Primer",65,19,https://www.paypal.com/webapps/mpp/debit-card,Dofollow,The,"PayPal Debit Mastercard","is a card that functions more like a standard bank",404,"2020-03-19 14:26:14",2020-04-20T10:32:34Z
108,24,https://www.thebalance.com/how-bond-funds-can-lose-money-2466567,"Are Bonds Safe Investments? Do Bonds Ever Lose Money?",59,21,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","What is a bond?",""" Accessed April 9, 2020.",404,"2020-03-26 03:18:41",2020-04-19T22:30:02Z
109,24,https://www.thebalance.com/the-cheapest-sandp-500-index-funds-2466451,"List of Cheapest S&P 500 Index Funds",58,24,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard 500 Index Fund Investor Shares (VFINX)","."" Accessed March 29, 2020.",404,"2020-03-26 03:18:41",2020-04-20T03:01:57Z
110,24,https://www.thebalance.com/the-basics-of-investing-in-dividend-paying-stocks-416832,"The Basics of Investing in Dividend-Paying Stocks",61,16,https://www.dividend.com/dividend-stocks/high-dividend-yield-stocks.php,Nofollow,"can assemble a high-dividend portfolio in three ways: buy individual",stocks,", invest in dividend-focused mutual funds, or utilize the wide",404,"2020-03-26 11:02:14",2020-04-18T17:24:39Z
111,24,https://www.thebalance.com/how-to-surrender-or-exchange-your-variable-annuity-2389026,"How to Get out of an Annuity When It Is in an IRA",54,18,http://www.vanguard.com/notfound.htm,Nofollow,"that has lower expenses. Vanguard, for example, offers such a","low-fee annuity",". If your annuity has a minimal gain, you may wish",404,"2020-03-26 03:18:41",2020-04-19T23:07:00Z
112,24,https://www.thebalance.com/allocate-your-401k-money-2388534,"Best Ways to Allocate Your 401(k) Money",52,18,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Balanced Index Fund Admiral Shares (VBIAX)","."" Accessed March 27, 2020.",404,"2020-03-26 03:18:41",2020-04-20T00:34:35Z
113,24,https://www.thebalance.com/are-u-s-savings-bonds-a-good-investment-2385913,"Are U.S. Savings Bonds a Good Investment?",71,27,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","529 Portfolio Performance","."" Accessed April 6, 2020.",404,"2020-03-26 03:18:41",2020-04-20T05:49:17Z
114,23,https://www.thebalance.com/consider-investing-in-dividend-stocks-4059284,"4 Reasons to Consider Investing in Dividend Stocks",67,23,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","30-Day SEC Yield","."" Accessed Jan. 28, 2020.",404,"2020-03-26 03:18:41",2020-04-20T14:26:29Z
115,23,https://www.thebalance.com/list-of-floating-rate-etfs-1214733,"List of Floating Rate ETFs",56,27,https://funds.eatonvance.com/senior-floating-rate-trust-efr.php,Nofollow,"Eaton Vance. ""","Senior Floating-Rate Trust","."" Accessed Jan. 29, 2020.",404,"2020-03-24 09:58:56",2020-04-19T23:14:19Z
116,23,https://www.thebalance.com/outstanding-checks-315275,"Outstanding Checks: What They Are and Why They Matter",59,22,https://www.usa.gov/features/free-official-sources-to-find-unclaimed-money,Dofollow,"General Services Administration. ""","Free, Official Sources to Find Unclaimed Money","."" Accessed March 2, 2020.",404,"2020-03-25 03:42:54",2020-04-20T16:05:14Z
117,23,https://www.thebalance.com/milestone-gold-mastercard-review-4779092,"Milestone Gold Mastercard Review: No Deposit for Bad Credit",60,20,https://www.milestonegoldcard.com/getattachment/SubMater_ChangeFooter/LongFooter/RightPanel/Customer-Service/FAQ/What-are-the-34,Nofollow,"Milestone. ""","Mastercard Guide to Benefits","."" Accessed Dec. 17, 2019.",404,"2020-03-26 19:36:23",2020-04-20T01:35:25Z
118,23,https://www.thebalance.com/highest-yielding-fixed-income-investments-417030,"Finding High Yielding Fixed-Income Investments",57,22,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Long-Term Corporate Bond Index Fund Admiral Shares (VLTCX).",""" Accessed Mar. 5, 2020.",404,"2020-03-26 03:18:41",2020-04-20T09:42:25Z
118,23,https://www.thebalance.com/highest-yielding-fixed-income-investments-417030,"Finding High Yielding Fixed-Income Investments",57,22,https://us.spindices.com/indices/fixed-income/sp-500-investment-grade-corporate-bond-inde,Dofollow,"S&P 500 Dow Jones Indices. ""","S&P 500 Investment Grade Corporate Bond Index.",""" Accessed Mar. 4, 2020.",404,"2020-03-18 06:16:13",2020-04-20T09:42:25Z
119,23,https://www.thebalance.com/the-biggest-cobalt-producers-2339726,"World's Biggest Cobalt Producers",51,39,https://www.sherritt.com/operations/metals/moa-joint-venture/,Nofollow,"Sherritt International of",Canada,"has a 50% stake in the Moa Joint Venture (Cuba)",404,"2020-04-19 10:33:50",2020-04-19T22:14:43Z
119,23,https://www.thebalance.com/the-biggest-cobalt-producers-2339726,"World's Biggest Cobalt Producers",51,39,https://csm.umicore.com/aboutCSM/,Nofollow,"Cobalt and Specialty Materials (CSM) division at its facilities in",Belgium,"and China. The company has been operating and selling cobalt",404,"2020-04-04 10:44:30",2020-04-19T22:14:43Z
119,23,https://www.thebalance.com/the-biggest-cobalt-producers-2339726,"World's Biggest Cobalt Producers",51,39,https://www.smm.co.jp/E/business/refining/domestic/nickel/kyoten.html,Nofollow,"(SMM) is a subsidiary of the Sumitomo Group, one of",Japan's,"largest keiretsu, or business enterprises.",404,"2020-03-22 18:07:08",2020-04-19T22:14:43Z
120,23,https://www.thebalance.com/list-of-sector-funds-2466740,"Sector Funds List - Index Funds and ETFs by Industry",66,73,http://www.vanguard.com/notfound.htm,Nofollow,"mutual funds by holding equity precious metals funds, such as","Vanguard Precious Metals & Mining (VGPMX",") and USAA Precious Metals & Minerals (USAGX) but these",404,"2020-03-26 03:18:41",2020-04-19T22:41:42Z
121,23,https://www.thebalance.com/get-control-of-finances-2386026,"20 Things to Do to Improve Your Finances",81,36,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","What You'll See When Checking Performance","."" Accessed Jan. 23, 2020.",404,"2020-03-26 03:18:41",2020-04-20T17:49:39Z
122,23,https://www.thebalance.com/when-is-the-best-time-to-invest-in-small-cap-stocks-2466854,"When Is the Best Time to Invest in Small-Cap Stock Funds?",57,21,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","What Is an Index Fund?",""" Accessed January 10, 2020.",404,"2020-03-26 03:18:41",2020-04-20T06:39:47Z
123,23,https://www.thebalance.com/best-custodial-accounts-4173051,"Best Custodial Accounts of 2020",45,33,http://www.vanguard.com/notfound.htm,Nofollow,,"Best for Mutual Funds: Vanguard",,404,"2020-03-26 03:18:41",2020-04-18T20:38:17Z
124,23,https://www.thebalance.com/how-should-i-prioritize-my-savings-goals-2386146,"How Should I Prioritize My Savings Goals?",65,19,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","What's the Right Emergency Fund Amount?",""" Accessed March 13, 2020.",404,"2020-03-26 03:18:41",2020-04-20T14:57:42Z
125,23,https://www.thebalance.com/best-index-funds-for-long-term-investors-4097828,"Best Index Funds for Long Term Investors",57,29,http://www.vanguard.com/notfound.htm,Nofollow,"Schwab Total Stock Market Index",(SWTSX),":With an expense ratio of 0.03%, it's tough to beat",404,"2020-03-26 03:18:41",2020-04-19T21:52:12Z
126,23,https://www.thebalance.com/foresters-life-insurance-company-review-1969825,"Foresters Life Insurance Company Review",58,19,https://www.foresters.com/us-en/Pages/default.aspx,Nofollow,"products and services offered through Foresters, you can visit the","Foresters website","or call 1-800-828-1540. You may also email Foresters, Service@Foresters.com.",404,"2020-04-03 02:07:46",2020-04-21T01:12:42Z
127,23,https://www.thebalance.com/how-to-invest-in-the-uk-1979050,"How to Safely Invest in the UK Economy",56,20,https://www.interactivebrokers.com/ibg/main.php,Nofollow,"London Stock Exchange, including companies like eTrade Financial Corporation and","Interactive Brokers",". Alternatively, popular UK stock brokerages include companies like Banco",404,"2020-04-06 06:42:17",2020-04-16T21:45:45Z
128,23,https://www.thebalance.com/why-invest-in-index-funds-2466447,"Index Funds Definition, Benefits, Risks and Cost",55,25,http://www.vanguard.com/notfound.htm,Nofollow,"companies with a wide variety of low-cost index funds include",Vanguard,"and Fidelity . Investors can also buy index funds through",404,"2020-03-26 03:18:41",2020-04-20T14:43:43Z
129,23,https://www.thebalance.com/what-are-index-funds-2466441,"Index Mutual Fund Investments",58,19,http://www.vanguard.com/notfound.htm,Nofollow,"to invest in diversified U.S. large-cap index funds, you might buy the","Vanguard 500 Index Fund Investor Shares (VFINX)",". In doing so, you wouldn't pay an upfront sales",404,"2020-03-26 03:18:41",2020-04-20T15:55:10Z
130,23,https://www.thebalance.com/best-index-funds-for-bonds-4117138,"The Best Bond Index Funds to Buy From Vanguard and Fidelity",57,26,http://www.vanguard.com/notfound.htm,Nofollow,"The Vanguard Group. ""","Vanguard Total International Bond Index Fund Investor Shares (VTIBX)","."" Accessed March 21, 2020.",404,"2020-03-26 03:18:41",2020-04-19T21:43:41Z
131,23,https://www.thebalance.com/how-to-invest-a-lump-sum-2466834,"How to Invest Large Sums of Money",59,19,http://www.vanguard.com/notfound.htm,Nofollow,"firms, brokerage firms , and banks. Vanguard Prime Money Market (",VMMXX,") and Fidelity Cash Reserves ( FDRXX ) often have some of the",404,"2020-03-26 03:18:41",2020-04-20T16:11:39Z
132,23,https://www.thebalance.com/us-dividend-income-index-funds-for-retirement-income-2388686,"5 U.S. Dividend Income Index Funds for Retirement",49,25,http://www.vanguard.com/notfound.htm,Nofollow,"mutual fund version with the symbol ""VDAIX,"" which is the","Vanguard Dividend Appreciation Fund Investor Shares",.,404,"2020-03-26 03:18:41",2020-04-19T09:45:30Z
133,23,https://www.thebalance.com/sin-tax-definition-examples-4157476,"Sin Tax: Definition, Examples, Pros and Cons",52,37,https://www.ttb.gov/main_pages/schip-summary.shtml,Dofollow,"There is a","federal excise tax on cigarettes",", alcohol , and gambling winnings. There are also federal",404,"2020-03-29 08:22:52",2020-04-21T00:14:53Z
134,23,https://www.thebalance.com/best-vanguard-funds-beginners-4052380,"Best Vanguard Funds for Beginning Investors",59,27,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard Target Retirement 2050(",VFIFX,"): Vanguard has several different target retirement funds to choose",404,"2020-03-26 03:18:41",2020-04-19T22:00:01Z
135,23,https://www.thebalance.com/know-your-no-load-mutual-funds-2466720,"No-Load Mutual Funds—Advantages and Fees",55,20,http://www.vanguard.com/notfound.htm,Nofollow,"a conventional approach of buying inexpensive no-load mutual funds through",Vanguard,"and/or T. Rowe Price . They might choose a broad-based,",404,"2020-03-26 03:18:41",2020-04-16T04:14:32Z
136,23,https://www.thebalance.com/best-vanguard-funds-for-dividends-2466352,"Best Vanguard Funds for Dividends",58,28,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard High Dividend Yield Index Fund Admiral Shares (VHYAX)","."" Accessed Jan. 9, 2020.",404,"2020-03-26 03:18:41",2020-04-20T06:13:30Z
137,23,https://www.thebalance.com/best-vanguard-funds-taxable-accounts-4121221,"Best Vanguard Funds to Buy for Taxable Accounts",54,36,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Tax-Efficient Equity Investing: Solutions for Maximizing After-Tax Returns",","" Page 6. Accessed Nov. 12, 2019.",404,"2020-03-26 03:18:41",2020-04-19T23:41:40Z
138,22,https://www.thebalance.com/reputable-rmd-calculators-2388711,"The Best Required Minimum Distribution Calculators",47,19,http://www.vanguard.com/notfound.htm,Nofollow,"You can use","Vanguard’s RMD Calculator","to estimate your future required distributions when you're putting together",404,"2020-03-26 03:18:41",2020-04-19T01:54:11Z
139,22,https://www.thebalance.com/index-funds-vs-etfs-2466395,"The Pros and Cons of Index Funds and ETFs",65,22,http://www.vanguard.com/notfound.htm,Nofollow,The,"Vanguard Total Bond Market Index Inv (VBMFX)","has historically outperformed iShares Core Total US Bond Market Index",404,"2020-03-26 03:18:41",2020-04-20T10:25:38Z
140,22,https://www.thebalance.com/best-vanguard-funds-international-stocks-4129577,"Best Vanguard Funds International Stocks",56,32,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Global ex-U.S. Real Estate Index Fund Investor Shares (VGXRX)","."" Accessed March 27, 2020.",404,"2020-03-26 03:18:41",2020-04-20T14:39:03Z
141,22,https://www.thebalance.com/best-mutual-funds-for-kids-2466347,"Investing Tips to Get Kids Started With Mutual Funds",60,24,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Target Retirement Funds","."" Accessed April 15, 2020.",404,"2020-03-26 03:18:41",2020-04-20T05:43:51Z
142,22,https://www.thebalance.com/best-vanguard-funds-to-buy-in-retirement-4089203,"The Best Vanguard Funds for Retirees",65,24,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Intermediate-Term Investment-Grade Fund Investor Shares (VFICX)",","" Accessed Nov. 4, 2019.",404,"2020-03-26 03:18:41",2020-04-19T23:13:38Z
143,22,https://www.thebalance.com/health-insurance-for-diabetics-4588340,"Best Health Insurance Options for Diabetics",74,22,https://www.diabetes.org/advocacy/news-events/cost-of-diabetes.html,Dofollow,"According to the","American Diabetes Association",", people diagnosed with diabetes average $16,750 in medical costs",404,"2020-03-18 20:42:28",2020-04-14T12:27:48Z
144,22,https://www.thebalance.com/how-to-get-started-investing-with-mutual-funds-2466487,"Start Investing With Mutual Funds",60,31,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","Vanguard Mutual Fund Fees & Minimums","."" Accessed March 31, 2020.",404,"2020-03-26 03:18:41",2020-04-20T11:18:51Z
145,22,https://www.thebalance.com/a-primer-on-treasury-inflation-protected-securities-tips-2466781,"What Are TIPS? Treasury Inflation-Protected Securities",50,19,http://www.vanguard.com/notfound.htm,Nofollow,"own TIPS and enjoy the advantages of mutual funds .",Vanguard,", and Fidelity , and other companies offer TIPS mutual",404,"2020-03-26 03:18:41",2020-04-13T15:32:40Z
146,22,https://www.thebalance.com/making-money-during-crash-357874,"Secrets to Making Money During a Stock Market Crash",66,26,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","See the Difference Low-Cost Funds Can Make","."" Accessed March 13, 2020.",404,"2020-03-26 03:18:41",2020-04-20T02:31:42Z
147,22,https://www.thebalance.com/what-s-your-retirement-number-453995,"What Is Your Retirement Number?",72,26,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ""","When Can I Retire?",""" Accessed March 20, 2020.",404,"2020-03-26 03:18:41",2020-04-20T01:15:16Z
148,22,https://www.thebalance.com/what-is-the-average-mutual-fund-return-4773782,"What Is the Average Mutual Fund Return?",57,25,https://us.spindices.com/indices/real-estate/sp-corelogic-case-shiller-us-national-home-price-nsa-index,Dofollow,"S&P Dow Jones Indices. ""","S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index",","" Choose Annualized Data in Table View. Accessed Oct. 21,",404,"2020-02-11 06:53:39",2020-04-19T11:44:01Z
149,22,https://www.thebalance.com/top-insurance-companies-offering-vision-insurance-4117109,"10 Insurance Companies Offering Vision Insurance",52,38,https://www.transitions.com/en-us/errors/404,Nofollow,"options to fit your own lifestyle and vision care needs.","Transitions Signature lenses","are available exclusively to Davis Vision members with a co-pay",404,"2020-04-08 21:00:01",2020-04-19T07:53:22Z
149,22,https://www.thebalance.com/top-insurance-companies-offering-vision-insurance-4117109,"10 Insurance Companies Offering Vision Insurance",52,38,https://www.eyebenefits.com/Public3/Home/index.cfm,Nofollow,,EyeBenefits,": EyeBenefits is a different type of vision insurance coverage",404,"2020-03-21 03:46:52",2020-04-19T07:53:22Z
150,22,https://www.thebalance.com/best-high-yield-etfs-4154042,"The 10 Best High-Yield ETFs",58,49,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard. ”","Vanguard Emerging Markets Government Bond ETF (VWOB)",".” Accessed April 1, 2020.",404,"2020-03-26 03:18:41",2020-04-20T08:08:54Z
151,22,https://www.thebalance.com/difference-between-fiduciary-and-suitability-4010117,"Fiduciary vs. Suitability: Know The Difference",68,20,https://www.investmentadviser.org/home/side-content/sec-standard,Nofollow,InvestmentAdviser.org.,"""SEC Fiduciary Standard"".","November 21, 2019.",404,"2020-03-31 17:00:26",2020-04-18T05:47:45Z
152,22,https://www.thebalance.com/best-balanced-funds-long-term-investors-4114245,"Best Balanced Funds for Long-Term Investors",59,28,http://www.vanguard.com/notfound.htm,Nofollow,"Vanguard STAR(",VGSTX,"): By now you've noticed all the funds on our",404,"2020-03-26 03:18:41",2020-04-18T16:58:11Z
153,22,https://www.thebalance.com/why-women-led-companies-are-good-stock-picks-4147472,"Why Women-Led Companies Are Good Stock Picks",56,71,https://www.pepsico.com/Company/Leadership.html,Nofollow,,"Indra K. Nooyi",", PepsiCo, Inc.",404,"2020-04-20 01:17:47",2020-04-16T19:00:28Z
153,22,https://www.thebalance.com/why-women-led-companies-are-good-stock-picks-4147472,"Why Women-Led Companies Are Good Stock Picks",56,71,https://ir.amwater.com/officers-and-directors,Nofollow,,"Susan N. Story",", American Water Works Company, Inc.",404,"2020-04-05 13:48:34",2020-04-16T19:00:28Z
153,22,https://www.thebalance.com/why-women-led-companies-are-good-stock-picks-4147472,"Why Women-Led Companies Are Good Stock Picks",56,71,https://www.campbellsoupcompany.com/about-campbell/executives/denise-m-morrison/,Nofollow,,"Denise M. Morrison",", Campbell Soup Co.",404,"2020-03-24 04:50:12",2020-04-16T19:00:28Z
