#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
14,15,https://www.policygenius.com/blog/how-can-i-tell-if-my-dog-is-overweight/,"How can I tell if my dog is overweight? | Policygenius",52,25,https://www.cesarsway.com/dog-care/nutrition/dog-obesity-is-a-serious-problem,Dofollow,"of the TV showDog Whisperer with Cesar Milan, in an","article on his web site",". When a dog is at his ideal weight, you",404,"2020-04-06 12:52:09",2020-04-16T07:26:00Z
15,14,https://www.policygenius.com/blog/save-for-retirement-easily-with-these-six-calculators/,"Save for retirement easily with these six calculators | Policygenius",55,33,http://www.vanguard.com/notfound.htm,Dofollow,"one for retirement income and one for configuring your ideal","retirement nest egg",.,404,"2020-03-26 03:18:41",2020-04-02T01:37:08Z
16,14,https://www.policygenius.com/blog/employee-benefits-opt-in-or-opt-out/,"Employee benefits: Opt in or opt out? | Policygenius",61,28,https://www.thestreet.com/story/13339782/2/why-employees-are-skipping-their-company-s-health-insurance.html,Dofollow,"people opt out of employer health insurance coverage is because","they’re already covered",". A few examples of outside coverage you may already",404,"2020-03-28 23:23:41",2020-03-30T16:18:59Z
16,14,https://www.policygenius.com/blog/employee-benefits-opt-in-or-opt-out/,"Employee benefits: Opt in or opt out? | Policygenius",61,28,https://www.zenefits.com/answers/what-is-the-standard-401k-employer-contribution/,Dofollow,"they’ll actually match your contribution with one of their own","up to a certain amount",". For example, if you put 1% of your income",404,"2020-03-11 13:04:11",2020-03-30T16:18:59Z
17,14,https://www.policygenius.com/blog/best-cars-for-uber-drivers/,"What's the best car to drive for Uber? | Policygenius",53,15,https://www.uber.com/fr/fr/drive/indianapolis/vehicle-requirements/,Dofollow,"your car has to meet the following requirements to become","eligible for Uber rides:",,404,"2020-03-26 17:07:16",2020-04-14T15:49:42Z
18,14,https://www.policygenius.com/blog/new-parents-new-used-hand-me-down-items/,"New parents' guide to new, used and hand-me-down items | Policygenius",46,37,https://www.fitpregnancy.com/gear/lowdown-hand-me-downs,Dofollow,"harnesses, and a stroller’s wheels and rolling mechanism might be","misaligned or worn.","A high chair’s wheels need to lock, not roll, crotch",404,"2020-03-28 16:26:07",2020-03-31T00:19:49Z
19,14,https://www.policygenius.com/blog/pot-hole-marijuana-use-affect-auto-insurance/,"How does marijuana use affect your auto insurance? | Policygenius",54,17,https://www.iihs.org/news/detail/legalizing-recreational-marijuana-is-linked-to-increased-crashes,Dofollow,A,"study released in June 2017 by the Highway Loss Data Institute","found legalizing recreational marijuana in Colorado, Oregon and Washington had",404,"2020-04-20 05:18:37",2020-03-28T07:04:13Z
20,14,https://www.policygenius.com/renters-insurance/best-renters-insurance-in-knoxville/,"The Best Renters Insurance in Knoxville, TN",137,12,http://www.knoxvilletn.gov/government/city_departments_offices/community_development/fair_housing,Dofollow,,"Fair Housing Knoxville",": City of Knoxville program that seeks to establish decent",404,"2020-03-24 11:16:42",2020-04-16T15:32:55Z
21,14,https://www.policygenius.com/renters-insurance/best-renters-insurance-in-philadelphia/,"The Best Renters Insurance in Philadelphia",140,14,https://clsphila.org/get-help/landlord-tenant-private-housing,Dofollow,,"Landlord-Tenant Private Housing",": Legal representation and advice for low-income tenants",404,"2020-04-06 02:56:07",2020-04-07T10:43:51Z
22,14,https://www.policygenius.com/blog/new-you-need-a-budget-ynab-web-review/,"You Need A Budget brings their philosophy to the web | Policygenius",55,30,"https://www.youneedabudget.com/guide/transition-guide/\",Dofollow,"off by some of the changes and some of the","missing features","(including Reports, a feature that allowed you to look at",404,"2020-04-18 08:01:15",2020-03-31T19:54:13Z
23,13,https://www.policygenius.com/blog/sin-stocks-investing-beer-netflix-marijuana/,"Earn extra income by investing in your vices | Policygenius",56,40,https://www.cnbc.com/2016/12/23/beer-me-a-new-business-model-to-invest-your-own-craft-brewing-recipe.html,Dofollow,"conglomerate, you still have options. Smaller private craft brewers are","turning to crowd equity platforms","to let customers invest directly. Or you can invest in",404,"2020-04-01 08:12:04",2020-04-15T08:57:30Z
24,13,https://www.policygenius.com/blog/5-things-you-can-knock-off-your-financial-checklist-in-5-minutes-or-less/,"5 things you can knock off your 2018 money checklist in 5 minutes | Policygenius",58,18,https://www.savingforcollege.com/article/states-where-you-can-ca,Dofollow,"529 college savings plans,in which","seven states","— Georgia, Iowa, Mississippi, Oklahoma, Oregon, South Carolina and Wisconsin",404,"2020-03-24 06:46:39",2020-03-28T20:53:18Z
25,13,https://www.policygenius.com/blog/how-millennials-are-changing-banking/,"How millennials are changing banking | Policygenius",60,18,https://fbinsights.files.wordpress.com/2016/01/facebookiq_millennials_money_january2016.pdf,Dofollow,"banks face challenges when courting millennial customers. Millennials can be","less trusting","of financial institutions, more likely to consider alternatives to traditional","Cannot resolve host","2020-03-05 01:03:30",2020-04-14T05:53:40Z
26,13,https://www.policygenius.com/blog/a-state-by-state-guide-to-voter-ids/,"A state-by-state guide to voter IDs: Am I prepared for Election Day? | Policygenius",60,97,https://www.elections.virginia.gov/voter-outreach/photo-id.html,Dofollow,"ID required:",Yes.,,404,"2020-04-16 17:34:13",2020-04-11T22:06:40Z
26,13,https://www.policygenius.com/blog/a-state-by-state-guide-to-voter-ids/,"A state-by-state guide to voter IDs: Am I prepared for Election Day? | Policygenius",60,97,https://elections.hawaii.gov/frequently-asked-questions/election-day-information/,Dofollow,"required:Not specified by law, but the Hawaii Board of Elections","requests you bring one anyway.",,404,"2020-04-14 19:10:54",2020-04-11T22:06:40Z
26,13,https://www.policygenius.com/blog/a-state-by-state-guide-to-voter-ids/,"A state-by-state guide to voter IDs: Am I prepared for Election Day? | Policygenius",60,97,https://migrate.sos.la.gov/ElectionsAndVoting/Vote/FrequentlyAskedQuestions/Pages/VotingOnElectionDay.aspx?OwnershipName=VotingOnElectionDay&faqid=0,Dofollow,"ID required:","Yes,","but if you don’t have an ID you can qualify","Cannot resolve host","2020-04-13 19:35:49",2020-04-11T22:06:40Z
26,13,https://www.policygenius.com/blog/a-state-by-state-guide-to-voter-ids/,"A state-by-state guide to voter IDs: Am I prepared for Election Day? | Policygenius",60,97,https://www.ncsbe.gov/Elections/Election-Information/Voter-ID-Requirements,Dofollow,"ID required:",No.,"However, lawmakers in North Carolina have attempted to enact strict",404,"2020-03-27 09:28:44",2020-04-11T22:06:40Z
27,13,https://www.policygenius.com/blog/life-insurance-death-benefit-loss-aversion/,"Why life insurance isn’t a gamble, even if it never pays out | Policygenius",51,23,https://www.asirt.org/initiatives/informing-road-users/road-safety-facts/road-crash-statistics,Dofollow,,"1.3 million people die in auto accidents","each year",404,"2020-04-02 12:00:42",2020-04-10T10:35:56Z
28,13,https://www.policygenius.com/blog/chronic-illness-health-insurance/,"Navigating insurance with a chronic illness | Policygenius",59,18,https://www.patientadvocate.org/explore-our-resources/affordability/resource-my-resource-search/,Dofollow,"addition, the Patient Advocate Foundation has a free app called","My Resource Search","that allows users to search for various types of assistance,",404,"2020-04-11 06:36:52",2020-04-03T20:31:40Z
29,13,https://www.policygenius.com/blog/63-newsletters-you-should-subscribe-to-but-maybe-not-all-at-once/,"63 newsletters to subscribe to (just not all at once) | PolicyGenius | Policygenius",53,147,http://www.casualspectator.com/,Dofollow,,www.casualspectator.com,,404,"2020-04-04 03:43:29",2020-04-17T10:59:09Z
30,13,https://www.policygenius.com/blog/self-employment-taxes-beginners-brief-overview/,"Self-employment taxes for beginners 2016 | Policygenius",57,28,https://www.freelancersunion.org/blog/categories/money-taxes/,Dofollow,,"General info and help (Freelancers Union)",,404,"2020-04-20 08:06:39",2020-04-14T12:27:54Z
30,13,https://www.policygenius.com/blog/self-employment-taxes-beginners-brief-overview/,"Self-employment taxes for beginners 2016 | Policygenius",57,28,https://learnvest.com/knowledge-center/how-to-do-your-taxes-if-youre-a-freelancer-2/,Dofollow,,"How to do your taxes if you're a freelancer (LearnVest)",,404,"2020-04-03 18:53:52",2020-04-14T12:27:54Z
31,13,https://www.policygenius.com/blog/gamify-your-savings-potential-with-these-5-mobile-apps/,"Gamify your savings potential with these 5 mobile apps | Policygenius",55,22,https://www.saveup.com/,Dofollow,"Link up all your accounts to the winning",SaveUp,"program -- everything from bank accounts to student loans to",404,"2020-03-26 01:05:36",2020-04-18T17:04:12Z
32,13,https://www.policygenius.com/blog/esports-video-games-long-term-disability-insurance/,"Do eSports players need long-term disability insurance? | Policygenius",52,31,https://www.cloud9.gg/news/thank-you-hai,Dofollow,"Lam, one of the world’s biggest League of Legends players,","retired, citing wrist injury:",,404,"2020-04-11 01:42:45",2020-04-09T09:17:37Z
33,13,https://www.policygenius.com/blog/what-to-look-for-in-an-internship/,"What to look for in an internship | Policygenius",51,27,https://www.earnest.com/partners,Dofollow,,"! (https://policygenius-blog.imgix.net/2015/10/banner-1-earnest-student-loan-refinance.jpg)",,404,"2020-04-18 20:05:04",2020-04-14T02:38:21Z
34,13,https://www.policygenius.com/blog/how-to-brush-dog-teeth/,"How to brush your dog's teeth | Policygenius",50,35,https://avdc.org/carefordogs.html,Dofollow,"The American Veterinary Dental College (AVDC)","especially recommends","rawhide products or chews that contain anti-tartar ingredients. Nylon and",404,"2020-03-28 12:21:39",2020-04-12T11:31:14Z
35,13,https://www.policygenius.com/mortgages/fha-loans-what-are-they-and-how-do-they-work/,"FHA Loans: What Are They and How Do They Work? | Policygenius",150,11,https://www.fhfa.gov/SupervisionRegulation/FannieMaeandFreddieMac/about-fannie-mae-freddie-mac,Dofollow,"fall within those limits and meet the guidelines set by","Freddie Mac and Fannie Mae",.,404,"2020-03-06 05:10:06",2020-04-16T18:53:21Z
36,13,https://www.policygenius.com/blog/2018-open-enrollment-is-up/,"2018 ACA open enrollment is up 40% over last year | Policygenius",58,21,https://infogram.com/en/,Nofollow,,Infogram,,404,"2020-04-05 00:07:44",2020-04-02T11:52:49Z
37,13,https://www.policygenius.com/easy-money/10-04-2019/,"Easy Money by Policygenius",145,15,https://www.airbnb.com/experiences/277118,Dofollow,"Airbnb experience in Seattle that simulates Amazon’s employee interview process.",Airbnb,,404,"2020-02-27 16:14:36",2020-04-15T02:05:28Z
38,13,https://www.policygenius.com/blog/how-americans-spend-their-money-what-it-means-for-your-budget/,"How Americans spend their money & what it means for your budget | Policygenius",58,19,https://infogram.com/en/,Nofollow,,Infogram,,404,"2020-04-05 00:07:44",2020-04-18T16:54:50Z
39,13,https://www.policygenius.com/blog/will-trumps-tariffs-make-the-holidays-more-expensive/,"Will Trump's tariffs make the holidays more expensive? | Policygenius",50,19,https://wineinstitute.org/resources/pressroom/10022019,Dofollow,"into play, or if the EU retaliates with its own",tariffs,"on American producers. (Boeing, the American aerospace manufacturer, is also",404,"2020-02-25 04:43:20",2020-04-18T08:14:35Z
40,13,https://www.policygenius.com/blog/the-secret-that-80-of-life-insurance-shoppers-dont-know/,"The secret that 80% of life insurance shoppers don't know | Policygenius",51,16,http://www.lifehealthpro.com/2014/06/04/187-million-stuck-shoppers-cant-be-wrong,Dofollow,"might ask. ""Affordable compared to what?"" That’s one reason why","over 18 million people who need life insurance","are left without coverage.",404,"2020-04-10 23:42:41",2020-04-02T03:07:00Z
41,13,https://www.policygenius.com/blog/top-6-side-hustles-that-earn-the-most-money-for-2017/,"Top 6 side hustles that earn the most money for 2017 | Policygenius",54,21,https://www.thezoereport.com/living/work/side-hustles-actually-make-money?mode=view-all,Dofollow,"can pay anywhere from $50 to $200 on average, though","$350 per session","is not unheard of, according to other sources. What’s great",404,"2020-04-13 23:59:56",2020-04-12T20:43:43Z
42,12,https://www.policygenius.com/blog/safety-boating-tips-summer/,"13 boating safety tips for summer | Policygenius",46,21,https://www.nasbla.org/nasblamain/nasbla-resources/state-boating-laws,Dofollow,"Boating Laws has a guide to state laws on its",website,.,404,"2020-03-19 18:16:29",2020-04-20T14:51:02Z
43,12,https://www.policygenius.com/blog/verily-google-health-data-study/,"Maybe don't give Google access to all of your health data | Policygenius",51,29,https://verily.com/projects/precision-medicine/project-baseline/,Dofollow,"Verily, in conjunction with Duke University and Stanford Medicine. Its","stated mission","is to:",404,"2020-04-12 02:04:38",2020-04-09T08:09:58Z
44,12,https://www.policygenius.com/blog/smart-credit-card-coin-plastc-failure/,"Smart credit cards are not the future of plastic | Policygenius",53,33,https://www.postscapes.com/smart-egg-tray-eggminder/,Dofollow,"that are now connected to the internet. Do you need","a smart egg tray?","Does a wifi-connected toaster do anything for you?",404,"2020-04-06 15:44:03",2020-04-12T18:59:01Z
45,12,https://www.policygenius.com/blog/file-your-taxes-yourself/,"Should you file your taxes yourself? | Policygenius",54,21,http://connect.nsacct.org/blogs/blogviewer?BlogKey=093486d3-c534-4d77-861a-f9a62d568f79&tab=recentcommunityblogsdashboard,Dofollow,"your total return). Last year, the National Society of Accountants","released the average cost of filing returns.","For a 1040 form with a Schedule A and a",404,"2020-03-10 07:00:11",2020-04-12T02:24:15Z
46,12,https://www.policygenius.com/blog/why-fall-is-the-best-time-to-buy-a-house/,"Why fall is the best time to buy a house | Policygenius",56,14,https://www.realtytrac.com/news/home-prices-and-sales/the-best-day-of-the-year-to-buy-a-home/,Dofollow,,"According to RealtyTrac",", the average sales price is 2.6% ""below the average",404,"2020-04-02 21:40:17",2020-04-12T01:36:03Z
47,12,https://www.policygenius.com/blog/learning-how-to-adult-25-things-to-check-on-the-reg/,"Learning how to adult? 25 things to check on the reg | Policygenius",60,23,http://www.vanguard.com/notfound.htm,Dofollow,"and forget your investments until retirement either. Everyone’s different, but,","per a paper from Vanguard",", for most broadly diversified stock and bond fund portfolios,",404,"2020-03-26 03:18:41",2020-04-13T19:31:21Z
48,12,https://www.policygenius.com/blog/how-to-do-taxes-with-a-full-time-job-and-side-gig/,"How to do taxes with a full-time job and side gig | Policygenius",58,17,https://www.freelancersunion.org/blog/2015/02/10/got-side-hustle-heres-how-pay-your-taxes/,Dofollow,"you’ll be taxed depends on how much you make, expect","20 to 30 percent",". Why so high? Essentially, you’re being double taxed as",404,"2020-03-30 16:16:09",2020-04-13T06:37:50Z
49,12,https://www.policygenius.com/blog/renters-insurance-discount-apartment-safety-upgrades/,"Get renters insurance discounts with these apartment safety upgrades | Policygenius",51,31,https://www.nfpa.org/news-and-research/fire-statistics-and-reports/fire-statistics/fires-by-property-type/residential/apartment-structure-fires,Dofollow,"against losses from damage like water and fire. In 2015,","approximately 95,000","fires accounted for $1.16 billion in property damage. You can",404,"2020-04-17 01:41:35",2020-04-03T20:11:20Z
50,12,https://www.policygenius.com/homeowners-insurance/best-homeowners-insurance-in-denver/,"Best Homeowners Insurance in Denver",138,8,https://www.denvergov.org/content/denvergov/en/denver-department-of-public-works/projects/flood/flood-insurance.html,Dofollow,,"Denver flood insurance",,404,"2020-03-11 04:05:21",2020-03-13T14:09:58Z
51,12,https://www.policygenius.com/blog/what-is-xeriscaping/,"How to save money and water by xeriscaping your yard | Policygenius",53,15,https://www3.epa.gov/watersense/pubs/outdoor.html,Dofollow,"The average American household uses","320 gallons of water","a day and about thirty percent of that is used",404,"2020-04-05 10:26:32",2020-04-13T18:21:52Z
52,12,https://www.policygenius.com/blog/why-is-the-number-of-uninsured-children-growing/,"Why is the number of uninsured children growing? | Policygenius",48,80,https://dss.sd.gov/medicaid/generalinfo/verifyeligibility/,Dofollow,,"South Dakota",,404,"2020-04-05 20:40:17",2020-04-19T05:46:04Z
53,12,https://www.policygenius.com/blog/when-is-the-best-time-to-buy-or-sell-a-home/,"When is the best time to buy or sell a home? | Policygenius",52,17,https://www.realtytrac.com/news/home-prices-and-sales/the-best-day-of-the-year-to-buy-a-home/,Dofollow,"wisdom holds water, RealtyTrac, a leading provider of housing data,","crunched the numbers","and discovered that the seasonal rule of thumb is true",404,"2020-04-02 21:40:17",2020-04-17T12:09:57Z
54,12,https://www.policygenius.com/blog/9-podcasts-will-make-healthier/,"9 podcasts that will make you healthier | Policygenius",51,33,https://www.bulletproof.com/podcasts/,Dofollow,,https://www.bulletproofexec.com/category/podcasts/,,404,"2020-04-02 01:27:10",2020-04-19T05:52:35Z
55,12,https://www.policygenius.com/blog/review-phroogal-blog-discussion/,"Phroogal: a community promoting financial literacy | Policygenius",52,30,https://www.phroogal.com/credit-unions-5-things-everyone-should-know-about-credit-unions/,Dofollow,,"Credit Unions: 5 things everyone should know about credit unions",,404,"2020-03-17 15:48:17",2020-04-14T22:28:40Z
55,12,https://www.policygenius.com/blog/review-phroogal-blog-discussion/,"Phroogal: a community promoting financial literacy | Policygenius",52,30,https://www.phroogal.com/8-car-insurance-myths-uncovered/,Dofollow,,"8 Car Insurance Myths Uncovered",,404,"2020-03-14 23:35:01",2020-04-14T22:28:40Z
56,12,https://www.policygenius.com/blog/fireworks-sparklers-and-children-oh-my-infographic/,"Fireworks, sparklers, and children – oh my! [INFOGRAPHIC] | Policygenius",43,22,https://www.wholesalesparklers.com/Item/114-8GM-72,Dofollow,"WholesaleSparklers.com ,","""72pc #8 Gold Sparklers 1 Packages [sic] of 72 Sparklers""",,404,"2020-03-27 18:59:51",2020-03-22T17:41:51Z
57,12,https://www.policygenius.com/blog/talking-millennials-money-patrick-oshaughnessy-millennial-invest/,"Talking to millennials about money with Millennial Invest | Policygenius",45,18,http://www.millennialinvest.com/millennial-money-book/,Dofollow,"Check out Patrick O’Shaughnessy’s book,","Millennial Money: How Young Investors Can Build A Fortune",", available now. And make sure to follow him on",404,"2020-04-02 02:56:28",2020-04-14T05:52:23Z
58,12,https://www.policygenius.com/blog/3-cool-tricks-you-can-do-with-a-529-college-savings-plan/,"3 cool tricks you can do with a 529 college savings plan | Policygenius",55,22,https://www.massmutual.com/planningtools/educationalarticles/articledisplay?mmcom_articleid=df94531cb3a4a110VgnVCM100000ee6d06aaRCRD,Dofollow,"Assuming college costs","increase annually by 3%","(which is in the mid-to-lower range of estimates), then by",404,"2020-03-28 20:07:06",2020-04-13T23:33:36Z
59,12,https://www.policygenius.com/blog/roth-ira-millennial-retirement-savings/,"5 reasons to use a Roth IRA when you’re in your 20s | Policygenius",53,24,https://www.earnest.com/partners,Dofollow,,"! (https://policygenius-blog.imgix.net/2015/10/banner-2-earnest-student-loan-refinance.jpg)",,404,"2020-04-18 20:05:04",2020-04-18T09:33:33Z
60,12,https://www.policygenius.com/list-of-state-insurance-departments/,"List of State Insurance Departments",137,110,http://www.cbs.state.or.us/external/ins/,Dofollow,,Oregon,,404,"2020-03-21 07:02:16",2020-04-13T16:42:33Z
61,12,https://www.policygenius.com/blog/how-to-adopt-a-cat-without-ruining-everything/,"How to adopt a cat without ruining everything | Policygenius",50,17,https://www.aspcapro.org/feline-ality,Dofollow,"the different kinds of cat personalities? Take a look at","ASPCA’s ""Feline-ality"" test",.),404,"2020-03-26 09:16:37",2020-03-18T17:12:41Z
62,12,https://www.policygenius.com/blog/impact-investing-4-apps-socially-conscious-consumer/,"Impact investing: 4 apps for the socially conscious consumer | Policygenius",58,18,https://www.swellinvesting.com/homepage,Dofollow,"is the newest kid on the block for impact investing.",Swell,"features portfolios with high-growth companies for the socially-conscious-minded. Right now",404,"2020-04-10 12:19:54",2020-04-13T18:18:42Z
63,12,https://www.policygenius.com/blog/tax-breaks-every-freelancer-needs-to-know/,"The tax breaks every freelancer needs to know | Policygenius",55,37,"https://www.irs.gov/uac/Schedule-C-(Form-1040),-Profit-or-Loss-From-Business",Dofollow,"strike out on your own, and the Schedule A and","Schedule C","forms will become your best friends – they’re where you’ll",404,"2020-04-07 04:11:47",2020-04-17T01:14:09Z
64,12,https://www.policygenius.com/blog/how-to-handle-an-aggressive-dog/,"How to handle an aggressive dog | Policygenius",50,25,https://www.cesarsway.com/aggression,Dofollow,"love or more socialization or more mental stimulation. Cesar Milan,","everyone’s favorite dog whisperer",", says, ""A lot of people assume that a dog",404,"2020-04-03 04:05:07",2020-04-08T18:11:11Z
65,12,https://www.policygenius.com/blog/are-there-plants-my-pet-shouldnt-eat/,"Are there plants my pet shouldn't eat? | Policygenius",50,26,http://www.plantcultureinc.com/whygreen.html,Dofollow,"have shown that working in an environment with plants can","reduce stress and increase productivity by up to 12%.",,404,"2020-04-11 22:32:58",2020-03-31T09:03:20Z
66,12,https://www.policygenius.com/blog/how-ethical-is-your-bank/,"How ethical is your bank? | Policygenius",56,16,http://www.defunddapl.org/contact-the-banks,Dofollow,"mainstream recently with the Dakota Access Pipeline controversy, as activists","asked customers to divest from the banks","that backed the project. Some of the most popular chains",404,"2020-04-08 16:09:43",2020-04-04T10:46:08Z
67,12,https://www.policygenius.com/blog/marriage-finances/,"6 ways marriage changes your finances | Policygenius",53,23,https://learnvest.com/knowledge-center/when-should-a-married-couple-file-alone/,Dofollow,"people are better off filing jointly,"" Joseph Boyce, public accountant,","told Learnvest",", so take careful consideration and do the math when",404,"2020-03-21 20:46:22",2020-04-13T10:49:03Z
68,12,https://www.policygenius.com/blog/5-easy-steps-in-20s-for-strong-finances/,"5 steps to take in your 20s to secure your financial future | Policygenius",69,29,http://www.vanguard.com/notfound.htm,Dofollow,"the answer – or, rather, everyone has a different answer.","Vanguard suggests three to six months","of expenses, and six months is a solid, attainable goal.",404,"2020-03-26 03:18:41",2020-04-17T05:58:43Z
69,12,https://www.policygenius.com/blog/5-tips-for-training-a-new-puppy/,"5 pro tips for training a new puppy | Policygenius",52,20,https://www.poochpalspetcare.com/pet-care-services/dog-walking/,Dofollow,Our,"dog walking services","are broken down into two groups: a) standard dog walking",404,"2020-04-10 23:31:15",2020-04-09T21:49:08Z
70,12,https://www.policygenius.com/blog/5-diy-projects-to-boost-your-homes-curb-appeal-resale-value/,"5 DIY projects to boost your home’s curb appeal (& resale value) | Policygenius",53,16,https://blog.hireahelper.com/adding-instant-curb-appeal-with-one-project/,Dofollow,"reflects our style and family personality (it’s a gold bee!).","Painting the front door","only took me a few hours and my entire house",404,"2020-03-21 19:01:01",2020-04-17T08:11:06Z
71,12,https://www.policygenius.com/blog/listen-podcasts/,"How to listen to podcasts | Policygenius",57,37,https://vemedio.com/products/instacast,Dofollow,"include Downcast ($2.99), Pocket Casts ($4.99, also available for Android),",Instacast,"(free with multiple in-app purchases to unlock features), and Castro",404,"2020-03-31 13:04:08",2020-04-12T11:53:28Z
